domain,wilson,wilson_cat
pryordailytimes.com,,
clintondailynews.com,,
duncanbanner.com,,
durantdemocrat.com,,
elrenotribune.com,,
press-leader.com,,
guymondailyherald.com,,
hugonews.com,,
kingfisherpress.net,,
swoknews.com,,
cordellbeacon.com,,
newkirkherald.com,,
journalrecord.com,0.4027,Right
oklahomaconstitution.com,,
paulsvalleydailydemocrat.com,,
poncacitynews.com,,
poteaudailynews.com,,
purcellregister.com,,
sequoyahcountytimes.com,,
seminoleproducer.com,,
stiglernews.com,,
sulphurtimes.com,,
gtrnews.com,,
woodwardnews.net,,
dailytidings.com,-0.6915,Left
bakercityherald.com,,
cascadebusnews.com,,
bendsource.com,,
currypilot.com,,
btimesherald.com,,
thechiefnews.com,,
cgsentinel.com,,
thecreswellchronicle.com,,
polkio.com,,
wallowa.com,,
thesiuslawnews.com,,
currycountyreporter.com,,
thedailycourier.com,,
hermistonherald.com,,
bluemountaineagle.com,,
keizertimes.com,,
lagrandeobserver.com,,
lakecountyexam.com,,
thenewsguard.com,,
northcoastcitizen.com,,
newsregister.com,,
pacificcitysun.com,,
asianreporter.com,,
midcountymemo.com,,
oregonherald.com,,
portlandobserver.com,,
theskanner.com,-0.8057,Left
rogueriverpress.com,,
salemweeklynews.com,,
nuggetnews.com,,
mckenzieriverreflectionsnewspaper.com,,
sweethomenews.com,,
thedalleschronicle.com,,
butlereagle.com,,
theclarionnews.com,,
theabingtonjournal.com,,
tiogapublishing.com,,
mydallaspost.com,,
newpittsburghcourieronline.com,-0.555,Left
poconobusinessjournal.com,,
ellwoodcityledger.com,,
myprogressnews.com,,
endeavornews.com,,
dailycourier.com,,
smdailypress.com,,
news.thesunontheweb.com,,
kanerepublican.com,,
leadertimes.com,,
laurelmountainpost.com,,
lewistownsentinel.com,,
fultoncountynews.com,,
sentinelnow.com,,
messengerpaper.com,,
mt-peaks.com,,
mteagle.com,,
thedailyreview.com,,
timesobserver.com,,
thederrick.com,,
nmspress.com,,
psdispatch.com,,
ridgwayrecord.com,,
morning-times.com,,
dailyamerican.com,0.4726,Right
webbweekly.com,,
theweekender.com,,
rocket-courier.com,,
ricentral.com,,
valleybreeze.com,-0.3584,Left
jamestownpress.com,,
pawtuckettimes.com,,
independentri.com,,
warwickonline.com,-0.1858,Center
woonsocketcall.com,,
thepeoplesentinel.com,,
twin-citynews.com,,
heraldadvocate.com,,
chronicle-independent.com,,
lowcountrytoday.com,,
charleston.thedigitel.com,,
onlinechester.com,,
clintonchronicle.com,,
thecolumbiastar.com,,
dillonheraldonline.com,,
gaffneyledger.com,,
edgefieldadvertiser.com,,
southstrandnews.com,,
berkeleyobserver.com,,
gsabusiness.com,,
upstatebusinessjournal.com,,
greercitizen.com,,
kingstreenews.com,,
thelancasternews.com,,
golaurens.com,,
lexingtonchronicle.com,,
newberryobserver.com,,
pagelandprogressive.com,,
pickenssentinel.com,,
saludastandard-sentinel.com,,
uniondailytimes.com,,
laserbuddy.com,,
thecolletonian.com,,
thejournalonline.com,,
blythewoodonline.com,,
brookingsregister.com,,
chamberlainsun.com,,
moodycountyenterprise.com,,
capjournal.com,0.542,Right
freemansd.com,,
397news.com,,
plainsman.com,,
dailyleaderextra.com,,
lennoxnews.com,,
themillerpress.com,,
mitchellrepublic.com,0.5818,Right
mobridgetribune.com,,
parkstonadvance.com,,
pioneer-review.com,,
lakotacountrytimes.com,,
redfieldpress.com,,
sissetoncourier.com,,
teaweekly.com,,
plaintalk.net,,
reporterandfarmer.com,,
yankton.net,0.3394,Right
ycobserver.com,,
bjournal.com,,
carthagecourier.com,,
chattanoogapulse.com,,
columbiadailyherald.com,,
covingtonleader.com,,
crossville-chronicle.com,,
dresdenenterprise.com,,
elizabethton.com,,
erwinrecord.net,,
gallatinnews.com,,
greenevillesun.com,,
milanmirrorexchange.com,,
magicvalleypublishing.com,,
standardbanner.com,,
roanecounty.com,,
knoxvilledailysun.com,,
knoxfocus.com,,
mundohispanotn.com,,
lafollettepress.com,,
lebanondemocrat.com,,
news-herald.net,,
marshalltribune.com,,
buffaloriverreview.com,,
themoorecountynews.com,,
monroebuzz.com,,
nwtntoday.com,,
thedailytimes.com,,
southernstandard.com,,
memphisdailynews.com,-0.1564,Center
thechronicleofmtjuliet.com,,
mtjulietnews.com,,
thetomahawk.com,,
rutherfordreader.com,,
nashvillecitypaper.com,,
elcruceronews.com,,
lacampana.us,,
tntribune.com,,
tnsjournal.com,,
therogersvillereview.com,,
independentappeal.com,,
mcnairycountynews.com,,
themountainpress.com,,
sewaneemessenger.com,,
t-g.com,,
smithvillereview.com,,
grundycountyherald.com,,
heraldchronicle.com,,
cannoncourier.com,,
thealbanynews.net,,
alicetx.com,,
alpineavalanche.com,,
alvinsun.net,,
andrewscountynews.com,,
mybulletinnewspaper.com,,
lavozdebrazoriacounty.com,,
aransaspassprogress.com,,
athensreview.com,,
lavoznewspapers.com,,
oakhillgazette.com,,
theaustinvillager.com,,
banderabulletin.com,,
bccourier.com,,
theexaminer.com,,
mysoutex.com,,
mybiglake.com,,
bigspringherald.com,,
hillcountrypassport.com,,
boernestar.com,,
borgernewsherald.com,,
canyonnews.com,,
bradystandard.com,,
breckenridgeamerican.com,,
brenhambanner.com,,
therecordlive.com,,
brownfieldonline.com,,
brownwoodtx.com,,
bullardnews.com,,
burnetbulletin.com,,
bctribune.com,,
cameronherald.com,,
carrizospringsjavelin.com,,
c-bstatesman.com,,
clarendonlive.com,,
cliftonrecord.com,,
coloradocountycitizen.com,,
cblnews.com,,
corsicanadailysun.com,,
hccourier.com,,
zavalacountysentinel.net,,
dewittcountytoday.com,,
steelcountrybee.com,,
thedalharttexan.com,,
elheraldonews.com,,
elhispanonews.com,,
prestonhollowpeople.com,,
deleonfreepress.com,,
delrionewsherald.com,,
dibollfreepress.com,,
dublincitizen.com,,
moorenews.com,,
eaglelakeheadlight.com,,
leader-news.com,,
myeldorado.net,,
elgincourier.com,,
rainscountyleader.com,,
ennisdailynews.com,,
freestonecountytimesonline.com,,
farmersvilletimes.com,,
elliscountypress.com,,
wilsoncountynews.com,,
hesperianbeacononline.com,,
fortstocktonpioneer.com,,
fortworthbusiness.com,,
frankstoncitizen.com,,
fredericksburgstandard.com,,
frionaonline.com,,
gainesvilleregister.com,,
thepolicenews.net,,
gatesvillemessenger.com,,
wilcoonline.com,,
wilcosun.com,,
gilmermirror.com,,
goldthwaiteeagle.com,,
lakecountrysun.com,,
grahamleader.com,,
commercejournal.com,,
groesbeckjournal.com,,
thehamiltonherald-news.com,,
robconews.com,,
hendersondailynews.com,,
hondoanvilherald.com,,
forwardtimesonline.com,,
freepresshouston.com,,
southbeltleader.com,,
howeenterprise.com,,
wkcurrent.com,,
italy.neotrib.com,,
jacksboronewspapers.com,,
jacksonvilleprogress.com,,
junctioneagle.com,,
katytimes.com,,
kaufmanherald.com,,
texasblazenews.com,,
dailytimes.com,,
kilgorenewsherald.com,,
kingsvillerecord.com,,
haysfreepress.com,,
fayettecountyrecord.com,,
pressreporter.com,,
lampasasdispatchrecord.com,,
hillcountryherald.net,,
lewisvilletexan.com,,
lexingtonleader.com,,
lindalenews-times.com,,
post-register.com,,
lufkindailynews.com,,
themonitor.net,,
highlandernews.com,,
bigbendsentinel.com,,
marlindemocrat.com,,
masoncountynews.com,,
texasborderbusiness.com,,
mcgregormirror.com,,
mineralwellsindex.com,,
progresstimes.net,,
montgomerycountynews.net,,
dailytribune.net,,
mt-vernon.com,,
dailysentinel.com,,
herald-zeitung.com,,
olneyenterprise.com,,
orangeleader.com,,
ozonastockman.com,,
palaciosbeacon.com,,
thepampanews.com,,
theparisnews.com,,
pecos.net,,
postsignal.com,,
campcountynow.com,,
pleasantonexpress.com,,
portasouthjetty.com,,
panews.com,,
princetonherald.com,,
raymondville-chronicle.com,,
recordstar.com,,
rockdalereporter.com,,
rockportpilot.com,,
rockwallheraldbanner.com,,
fbherald.com,,
thecherokeean.com,,
saladovillagevoice.com,,
livestockweekly.com,,
smmercury.com,,
sanmarcosrecord.com,,
sansabanews.com,,
bayareaobserver.com,,
sealynews.com,,
seguingazette.com,,
seminolesentinel.com,,
caprockcourier.com,,
snyderdailynews.com,,
highplainsobserver.com,,
spearmanreporter.com,,
ssnewstelegram.com,,
sweetwaterreporter.com,,
taylorpress.net,,
terrelltribune.com,,
thepostnewspaper.net,,
uvaldeleadernews.com,,
thevanhornadvocate.com,,
journal-spectator.com,,
tricountyleader.com,,
timesrecordnews.com,,
vanzandtnews.com,,
willspointchronicle.com,,
wvnewsviews.com,,
wylienews.com,,
benewsjournal.com,,
ecprogress.com,,
draperjournal.com,,
wasatchwave.com,,
sunews.net,,
kearnstimes.com,,
news.hjnews.com,0.5399,Right
magnatimes.com,,
cottonwoodholladayjournal.com,,
moabtimes.com,,
murrayjournal.com,,
nephitimesnews.com,,
sentinelnews.net,,
sunad.com,,
ubmedia.biz,,
qsaltlake.com,,
valleyjournals.com,,
sandyjournal.com,,
southvalleyjournal.com,,
servedaily.com,,
taylorsvillejournal.com,,
tooeleonline.com,,
westjordanjournal.com,,
caledonianrecord.com,,
vt-world.com,,
bartonchronicle.com,,
jonews.com,,
chestertelegraph.org,,
dvalnews.com,,
addisonindependent.com,,
samessenger.com,,
manchesterjournal.com,,
newsandcitizen.com,,
thenorthfieldnews.com,,
ourherald.com,,
shelburnenews.com,,
vermontwoman.com,,
stowetoday.com,,
valleyreporter.com,,
alexandriagazette.com,,
alextimes.com,,
potomacalmanac.com,,
ameliamonitor.com,,
arlingtonconnection.com,,
bedfordbulletin.com,,
swvatoday.com,,
chesterfieldobserver.com,,
burkeconnection.com,,
tidewaternews.com,,
centre-view.com,,
ourvalley.org,,
thevirginianreview.com,,
crozetgazette.com,,
thenews-gazette.com,,
fairfaxconnection.com,,
fcnp.com,,
lasamericasnews.com,,
galaxgazette.com,,
virginiastar.net,,
greatfallsconnection.com,,
herald-progress.com,,
herndonconnection.com,,
hopewellnews.com,,
therecorderonline.com,,
southsidemessenger.com,,
rrecord.com,,
martinsvilledaily.com,,
mcleanconnection.com,,
mountvernongazette.com,,
hamptonroadsmessenger.com,,
springfieldconnection.com,,
fluvannareview.com,,
southwesttimes.com,,
reston-connection.com,,
thefranklinnewspost.com,,
smithfieldtimes.com,,
yourgv.com,,
thenewsrecord.com,,
southhillenterprise.com,,
theenterprise.net,,
ssentinel.com,,
viennaconnection.com,,
fauquier.com,-0.5888,Left
newsvirginian.com,,
vagazette.com,,
thedailyworld.com,,
arlingtontimes.com,,
thereflector.com,,
bellevuebusinessjournal.com,,
bellinghambusinessnews.com,,
thenorthernlight.com,,
blscourierherald.com,,
ballardnewstribune.com,,
camaspostrecord.com,,
cashmerevalleyrecord.com,,
lakechelanmirror.com,,
cheneyfreepress.com,,
nkctribune.com,,
statesmanexaminer.com,,
concrete-herald.com,,
whidbeyexaminer.com,,
dptribune.com,,
portorchardindependent.com,,
wenatcheeworld.com,,
dispatchnews.com,,
dailyrecordnews.com,,
federalwaymirror.com,,
forksforum.com,,
sanjuanjournal.com,,
goldendalesentinel.com,,
thegrandviewherald.com,,
issaquahpress.com,,
leavenworthecho.com,,
libertylakesplash.com,,
monroemonitor.com,,
skyvalleychronicle.com,,
pendoreillerivervalley.com,,
omakchronicle.com,,
yelmonline.com,,
scnews.com,,
gazette-tribune.com,,
othellooutlook.com,,
northkitsapherald.com,,
recordbulletin.com,,
hometowndebate.com,,
rentonreporter.com,,
capitolhilltimes.com,,
djc.com,,
madisonparktimes.com,,
pacificpublishingcompany.com,,
queenannenews.com,,
westseattleherald.com,,
centralkitsapreporter.com,,
valleyrecord.com,,
spokanejournal.com,,
dailysunnews.com,,
tacomadailyindex.com,,
tacomaweekly.com,,
businessexaminer.com,,
vashonbeachcomber.com,,
keypennews.com,,
union-bulletin.com,,
whitesalmonenterprise.com,,
nwnews.com,,
morganmessenger.com,,
statejournal.com,0.2174,Right
theet.com,0.1962,Right
calhounchronicle.com,,
hurherald.com,,
huntingtonnews.net,,
mountainmessenger.com,,
loganbanner.com,,
coalvalleynews.com,,
pocahontastimes.com,,
moorefieldexaminer.com,,
thedpost.com,,
grantcountypress.com,,
mydailyregister.com,,
jacksonnewspapers.com,,
hampshirereview.com,,
wvobserver.com,,
bcn-news.com,,
waynecountynews.com,,
westondemocrat.com,,
centralwinews.com,,
antigodailyjournal.com,,
scenenewspaper.com,,
augustatimes.net,,
riverfallsjournal.com,,
bloomeradvance.com,,
indreg.com,,
cumberland-advocate.com,,
vcnewsreview.com,,
piercecountyherald.com,,
florence-forestnews.com,,
dailyunion.com,,
leaderregister.com,,
burnettcountysentinel.com,,
ironcountyminer.com,,
wrightstownspirit.com,,
ladysmithnews.com,,
lakegenevanews.net,,
tomahawkleader.com,,
merrillfotonews.com,,
conquistadornews.com,,
spanishjournal.com,,
lakelandtimes.com,,
mondoviherald.net,,
themonroetimes.com,,
marquettecountytribune.com,,
connectoregonwi.com,,
thenorthwestern.com,,
peshtigotimes.net,,
plymouth-review.com,,
ozaukeepress.com,,
thesounder.com,,
rivernewsonline.com,,
wcregisteronline.com,,
pcgazette.com,,
spcitytimes.com,,
stevenspointjournal.com,,
wausharaargus.com,,
wisconsinrapidstribune.com,,
starvalleyindependent.com,,
buffalobulletin.com,,
casperjournal.com,,
wylr.net,,
codyenterprise.com,,
douglas-budget.com,,
laramieboomerang.com,,
glenrockind.com,,
guernseygazette.com,,
jhnewsandguide.com,0.1094,Right
planetjh.com,,
lingleguide.com,,
lovellchronicle.com,,
luskherald.com,,
rawlinstimes.com,,
dailyranger.com,,
thesheridanpress.com,,
pcrecordtimes.com,,
wyodaily.com,,
dcspotlight.com,,
columbiaspectator.com,-0.6849,Left
deccanherald.com,-0.3014,Left
worldaffairsjournal.org,0.3602,Right
nationalaffairs.com,0.4223,Right
fullmeasure.news,0.8735,Right
rsbn.tv,0.9158,Right
politichicks.com,0.9266,Right
okezone.com,,
usaweekly.com,,
tfetimes.com,,
thegroundtruthproject.org,,
studlife.com,,
cbnnews.com,,
noticiastelemundo.com,,
sentinelassam.com,,
14wfie.com,,
28news.com,,
38thespot.com,,
4utah.com,,
58abc.com,,
6onyourside.com,,
7online.com,-0.1448,Center
abc-11.com,,
abc18-28.com,,
abc22.com,,
abc22.tv,,
abc23.com,,
abc24.com,,
abc25.com,,
abc26.com,,
abc28.com,,
abcstlouis.com,,
aksuperstation.com,,
anthonyblogan.com,,
aptv.org,,
big2.com,,
cbs11tv.com,,
cbs2.com,,
cbs2chicago.com,,
cbs4boston.com,,
cbs5.com,,
cbsnewyork.com,,
cbstv3.com,,
channelcincinnati.com,,
clickonsa.com,,
fox10.com,,
fox11la.com,,
fox13.com,,
fox13whbq.com,,
fox14tv.com,,
fox18wccb.com,,
fox21.com,,
fox2127.com,,
fox23news.com,,
fox24.com,,
fox25.com,,
fox25.net,,
fox25fox48.com,,
fox26.com,,
fox26medford.com,,
fox27.com,,
fox28.com,,
fox2840.com,,
fox28tv.com,,
fox29tv.com,,
fox2ktvi.com,,
fox30.com,,
fox30online.com,,
fox31.com,,
fox33.com,,
fox33wfxv.com,,
fox35.com,,
fox35wofl.com,,
fox39.com,,
fox4.net,,
fox41.com,,
fox43topeka.com,,
fox44.com,,
fox44.net,,
fox45.com,,
fox47.com,,
fox47kxlt.com,,
fox48tv.com,,
fox49.com,,
fox4ktby.com,,
fox50.com,,
fox51.com,,
fox51wogx.com,,
fox54.com,,
fox56tv.com,,
fox6.com,,
fox61tv.com,,
fox68wsyt.com,,
fox6milwaukee.com,,
fox7.blackhills.com,,
fox7.com,,
fox8cleveland.com,,
fox8fox14.com,,
fox8tv.com,,
fox8wghp.com,,
foxchicago.com,,
foxffs.com,,
foxkansas.com,,
foxkjtv34.com,,
foxlima.com,,
foxmaine.com,,
foxphiladelphia.com,,
foxrochester.com,-0.0421,Center
foxsanangelo.com,,
foxtoledo.com,,
freiepresse.de,,
hoinews.com,,
houstondaily.com,,
http:kaaltv.com,,
http:wnem.com,,
idaho8.com,,
idea.de,,
k2tv.com,,
kabb.com,,
kakm.org,,
kamr.com,,
kapp-kvew.com,,
kard.com,,
kasa.com,,
kayutv.com,,
kaz.tv,,
kbhk.com,,
kbjr.com,,
kbsi23.com,,
kbtv4.tv,,
kcal.com,,
kcautv.com,,
kcba.com,,
kcfw.com,,
kcitfox14.com,,
kcncnews4.com,,
kcpq.com,,
kctv.com,,
kcwe.com,,
kcyu.com,,
kdbc.com,,
kdfwfox4.com,,
kdlh.com,,
kdsm.com,,
kduhtv.com,,
keci.com,,
kero.com,,
keye.com,,
kfbb.com,,
kfbt33.com,,
kfdx.com,,
kfre.com,,
kfxo.com,,
kgan.com,,
kgmb.com,,
khnl.com,,
khon.com,,
kiem-tv.com,,
kjtlfox18.com,,
kktu.com,,
klax-tv.com,,
kljb.com,,
klsrtvfox.com,,
km3news.com,,
kmgh.com,,
kmir6.com,,
kmsb.com,,
kmsstv.com,,
kmwb23.com,,
knin.com,,
knva.com,,
knvn.com,,
kobtv.com,,
kocb.com,,
kocotv.com,,
kode-tv.com,,
komotv.com,,
kongtv.com,,
kpdx.com,,
kpejtv.com,,
kpho.com,,
kpth.com,,
kpwb.com,,
kqca.com,,
krbc9.com,,
krdotv.com,,
kren.com,,
krgv.com,0.4435,Right
krnv.com,,
kron.com,,
krrt.com,,
ksee24.com,,
ksmo62.com,,
kswt.com,,
ktgf.com,,
kthv.com,,
ktka.tv,,
ktmf.com,,
ktnc.com,,
ktrv.com,,
kttu.com,,
kttw.com,,
ktvf.com,,
ktvm.com,,
ktvotv3.com,,
ktxl.com,,
kutp.com,,
kvbc.com,,
kvii.com,,
kvlytv11.com,,
kvvu.com,,
kwes.com,,
kwkt.com,,
kxrm.com,,
kxvo.com,,
kyw.com,,
latrobebulletinnews.com,,
localnewscomesfirst.com,,
moretv32.com,,
mycfnow.com,,
nbc11.com,,
nbc13.com,,
nbc17.com,,
nbc25.com,,
nbc25.tv,,
nbc30.com,,
nbc33.com,,
nbc33tv.com,,
nbc4.tv,,
nbc40.net,0.2496,Right
nbc40.tv,,
nbc4columbus.com,,
nbc56.com,,
nbc5i.com,,
nbc6.com,,
nbc6.net,,
nbcactionnews.com,,
news.grabien.com,0.8972,Right
news10.net,0.3419,Right
newscenter1.com,,
newschannel34.com,,
newschannel4.com,,
newschannel6.tv,,
newswatch50.com,,
nny360.com,,
northlandupn.com,,
northlandwb.com,,
paxtv.com,,
peakofohio.com,,
region10.com,,
reidnewspapers.com,,
rochestertoday.com,,
springfield33.com,,
tampabaylive.com,,
tampabays10.com,,
teamtulsa.com,,
thebostonchannel.com,-0.2253,Left
thecarolinachannel.com,,
thehometownchannel.com,,
thenewmexicochannel.com,,
touchtmj4.com,,
tv7-4.com,,
tvtv.com,,
univision.net,,
upn11.com,,
upn21.com,,
upn24.net,,
upn27.com,,
upn28.com,,
upn28tv.com,,
upn30.com,,
upn31.com,,
upn33.com,,
upn34.com,,
upn38.com,,
upn43.com,,
upn44tv.com,,
upn48.com,,
upn50.com,,
upn54.com,,
upn57.com,,
upnatlanta.com,,
wabg.com,,
wabm68.com,,
wagt.com,,
waka.com,,
watchfox.com,,
wb18.com,,
wb18.net,,
wb20.com,,
wb20detroit.com,,
wb22.net,,
wb22tv.com,,
wb40.com,,
wb43.com,,
wb49.net,,
wb55tv.com,,
wb64.net,,
wbbaltimore.com,,
wbfw.com,,
wbkp.com,,
wblasvegas.com,,
wbre.com,,
wcbd.com,,
wcco.com,,
wciv.com,,
wcov.com,,
wcsh6.com,-0.0189,Center
wctx.com,,
wcwb22.com,,
wcyb.tv,,
wdaftv4.com,,
wdfxfox34.com,,
wdka49.com,,
wdky56.com,,
wemt39.com,,
weny.com,,
wetmtv.com,,
wfgxtv.com,,
wflitv.com,,
wflxfox29.com,,
wfor.com,,
wfrv.com,,
wftx.com,,
wfxb.com,,
wfxpfox66.com,,
wfxsfox55.com,,
wgba.com,,
wgbctv.com,,
wggb.com,-0.2439,Left
wgtu.com,,
whizamfmtv.com,,
whtm.com,,
wiat.com,,
wicd15.com,,
wics.com,,
wicu12.com,,
wise33.com,,
witntv.com,,
wixt.com,,
wjettv.com,,
wjfw-nbc12.com,,
wjz.com,,
wkdh.com,,
wkpttv.com,,
wlaj.com,,
wlbz2.com,-0.032,Center
wlextv.com,,
wlgatv.com,,
wlio.com,,
wluctv6.com,,
wluk.com,,
wmartv.com,,
wmbb.com,,
wmcstations.com,,
wmgt.com,,
wmmp36.com,,
wnab.com,,
wnac.com,,
wncftv.com,,
wnne.com,,
wnpatv.com,,
woai.com,0.2689,Right
woay.com,,
woi-tv.com,,
wolo.com,,
wotv.com,,
wpdetv.com,,
wpgh53.com,,
wplg.com,,
wpmi.com,,
wpsdtv.com,,
wpta.com,,
wptz.com,,
wpvi.com,,
wrsptv.com,,
wrtv.com,,
wsfx.com,,
wstm.com,,
wtaetv.com,,
wtat24.com,,
wtnzfox43.com,,
wtov.com,,
wtta38.com,,
wtte28.com,,
wtto21.com,,
wtvh.com,,
wtvo.com,,
wtvt.com,,
wtvw.com,,
wtvz33.com,,
wtwb.com,,
wtwc40.com,,
wtwo.com,,
wutr.com,,
wutv.com,,
wvec.com,0.2197,Right
wvii.com,,
wwbt.com,,
wwjtv.com,,
wwsb.com,,
wxii.com,,
wxmi.com,,
wxsp.tv,,
wxtx.com,,
wydctv.com,,
wyfx.com,,
wyzz43.com,,
wztv.com,,
