"","person_id","sex","age","edu","suppgov1","suppgov2","ideo1","ideo2","party1","opp_party1","party2","opp_party2","know_1_w2","know_2_w2","know_3_w2","know_4_w2","know_5_w2","know_fac_1_w2","know_fac_2_w2","know_fac_3_w2","know_fac_4_w2","ptc_1_w2","ptc_2_w2","ptc_3_w2","ptc_4_w2","ptc_5_w2","ptc_6_w2","ptc_7_w2","ptc_8_w2","att_imp_1_w1","att_imp_2_w1","att_imp_3_w1","att_imp_4_w1","att_imp_5_w1","att_imp_1_w2","att_imp_2_w2","att_imp_3_w2","att_imp_4_w2","att_imp_5_w2","att_str_1_w1","att_str_2_w1","att_str_3_w1","att_str_4_w1","att_str_5_w1","att_str_1_w2","att_str_2_w2","att_str_3_w2","att_str_4_w2","att_str_5_w2","ft_far_w1","ft_pis_w1","ft_sld_w1","ft_lw_w1","ft_rw_w1","ft_women_w1","ft_rel_w1","ft_eu_w1","ft_econ_w1","ft_far_w2","ft_pis_w2","ft_sld_w2","ft_lw_w2","ft_rw_w2","ft_women_w2","ft_rel_w2","ft_eu_w2","ft_econ_w2","stupid_far_w1","stupid_women_w1","stupid_rel_w1","stupid_eu_w1","stupid_econ_w1","stupid_far_w2","stupid_pis_w2","stupid_sld_w2","stupid_lw_w2","stupid_rw_w2","stupid_women_w2","stupid_rel_w2","stupid_eu_w2","stupid_econ_w2","under_far_w1","under_pis_w1","under_sld_w1","under_lw_w1","under_rw_w1","under_women_w1","under_rel_w1","under_eu_w1","under_econ_w1","under_far_w2","under_pis_w2","under_sld_w2","under_lw_w2","under_rw_w2","under_women_w2","under_rel_w2","under_eu_w2","under_econ_w2","malvol_gov_1_w1","malvol_gov_2_w1","malvol_gov_3_w1","malvol_gov_4_w1","malvol_gov_5_w1","malvol_op_1_w1","malvol_op_2_w1","malvol_op_3_w1","malvol_op_4_w1","malvol_op_5_w1","malvol_gov_1_w2","malvol_gov_2_w2","malvol_gov_3_w2","malvol_gov_4_w2","malvol_gov_5_w2","malvol_op_1_w2","malvol_op_2_w2","malvol_op_3_w2","malvol_op_4_w2","malvol_op_5_w2","comp_1_w1","comp_2_w1","comp_3_w1","comp_4_w1","comp_1_w2","comp_2_w2","comp_3_w2","comp_4_w2","perpol_1_w1","perpol_2_w1","perpol_3_w1","perpol_4_w1","perpol_1_w2","perpol_2_w2","perpol_3_w2","perpol_4_w2","well_act_1_w2","well_act_2_w2","well_act_3_w2","well_act_4_w2","well_act_5_w2","well_feel_1_w2","well_feel_2_w2","well_feel_3_w2","well_feel_4_w2","well_feel_5_w2","well_feel_6_w2","visits_raw","visits_u","day_range","active_days","count_domains","domain_center","domain_left","domain_right","domain_center_mean","domain_left_mean","domain_right_mean","news_self","news_like_self","condition_control","condition_experimental","condition","party_bin","party_strength","news","news_like","know_w2","know_fac_w2","ptc_w2","att_str_w1","att_str_w2","att_imp_w1","att_imp_w2","ft_party_op_w1","ft_ideo_op_w1","ft_w1","ft_party_op_w2","ft_ideo_op_w2","ft_w2","under_party_op_w1","under_ideo_op_w1","under_w1","under_party_op_w2","under_ideo_op_w2","under_w2","stupid_w1","stupid_w2","malvol_1_w1","malvol_1_w2","malvol_2_w1","malvol_2_w2","malvol_3_w1","malvol_3_w2","malvol_4_w1","malvol_4_w2","malvol_5_w1","malvol_5_w2","malvol_w1","malvol_w2","comp_w1","comp_w2","perpol_w1","perpol_w2","well_feel_w2","well_act_w2"
"251",6639,"Female","Age: 55+","Education: High school",0,0,4,4,5,1,5,1,6,5,5,1,5,1,0,1,0,1,0,1,0,1,0,0,0,6,6,6,6,6,7,7,6,6,7,6,6,6,6,6,7,7,6,6,7,100,NA,NA,NA,71,64,82,79,68,100,NA,NA,NA,65,90,59,57,61,5,NA,6,4,NA,2,NA,NA,NA,4,6,7,7,6,1,NA,NA,NA,5,5,6,5,3,1,NA,NA,NA,4,2,2,2,2,6,6,7,1,3,NA,NA,NA,NA,NA,7,6,7,1,1,0,0,0,0,0,6,6,6,6,6,6,6,6,7,5,7,7,6,5,7,7,1,1,3,3,7,2,5,2,3,4,3,29278,9658,91,67,348,28,16,0,0.417910447761194,38.7189405087239,0,4.11111111111111,4,NA,2,"More News - Experiment","Anti",5,5.19402985074627,0.238805970149254,4.4,2,3,6,6.5,6,6.5,NA,71,81.4166666666667,NA,65,77.25,NA,5,36.5833333333333,NA,4,35.3333333333333,5,5.75,6,7,6,6,7,7,6,6,4,6,5.8,6.4,6,6,6.5,6.25,3.16666666666667,3
"252",6637,"Female","Age: 35–44","Education: Graduate school",8,8,8,8,1,5,1,5,5,3,4,5,5,1,0,1,0,0,0,1,1,0,0,0,0,5,5,5,5,5,5,5,5,6,6,4,5,6,5,5,6,6,6,6,6,99,NA,50,99,NA,99,99,99,99,70,NA,59,59,NA,58,59,58,59,4,NA,4,4,NA,1,NA,1,1,NA,1,1,1,1,2,NA,3,4,NA,3,4,3,2,5,NA,3,3,NA,2,3,2,2,NA,NA,NA,NA,NA,5,4,5,4,4,0,0,0,0,0,5,5,5,3,3,2,1,1,2,2,1,1,2,6,5,6,6,6,5,5,6,1,1,1,1,3,3,4,2,1,1,1,10512,5085,83,62,194,10,0,0,0.161290322580645,38.9577464788732,0,4.11111111111111,5,1,NA,"More News - Control","Pro",3,3.12903225806452,0,4.4,2,2,5,6,5,5.25,50,99,90.8333333333333,59,59,60.6666666666667,3,4,19.3333333333333,3,3,13.9166666666667,4,2.5,5,5,4,5,5,5,3,4,3,4,4,4.6,1.5,1.5,5.75,5.5,2,1.4
"253",6636,"Female","Age: 55+","Education: Graduate school",0,0,4,5,5,1,5,1,6,5,5,1,6,1,1,1,0,1,1,1,0,1,0,0,0,5,6,7,6,7,4,6,7,6,7,5,6,6,7,7,5,7,6,5,6,99,NA,NA,99,99,99,99,99,99,96,NA,NA,15,88,52,84,37,37,5,NA,4,5,NA,2,NA,NA,1,7,4,6,6,5,2,NA,NA,5,4,4,2,2,5,1,NA,NA,6,1,6,3,3,2,1,2,2,1,2,NA,NA,NA,NA,NA,7,7,7,2,2,0,0,0,0,0,2,1,0,1,4,1,0,3,4,5,6,6,4,5,7,6,7,2,3,3,6,3,4,3,4,4,2,8548,3986,88,23,133,292,3,0,12.695652173913,38.8273116962645,0,2.88888888888889,4,NA,1,"More News - Experiment","Anti",5,5.78260869565217,0.130434782608696,4.6,3,4,6,5.75,6,5.75,NA,99,99,NA,88,78.8333333333333,NA,4,35.4166666666667,NA,1,33.5,4.75,5.125,1,7,2,7,2,7,6,5,5,5,3.2,6.2,1,2,5.25,5.5,3.33333333333333,4.2
"254",6634,"Female","Age: 25–34","Education: Graduate school",5,5,5,5,1,5,1,5,4,3,4,3,3,1,1,1,1,0,0,0,0,0,0,0,0,7,7,7,7,7,4,1,5,4,6,4,7,7,7,7,4,1,4,4,4,63,NA,68,73,68,81,73,72,61,96,NA,78,80,47,85,53,69,70,6,NA,4,4,NA,4,NA,4,4,4,4,4,4,4,4,NA,5,4,5,3,5,4,5,4,NA,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,6,1,1,1,7,4,4,3,3,3,3,14438,12031,87,73,316,85,2,0,1.16438356164384,38.9303492185992,0,1.77777777777778,4,NA,1,"More News - Experiment","Pro",0,4.32876712328767,0.0273972602739726,3.4,4,0,6.25,3.25,7,3.5,68,73,70.0833333333333,78,80,78.75,5,4,14.0833333333333,4,4,19.4166666666667,5,5,4,4,4,4,4,4,3,3,3,3,3.6,3.6,3,3,4,4,3.33333333333333,3.2
"255",6632,"Female","Age: 25–34","Education: Vocational degree",10,10,10,5,5,2,6,3,4,3,4,3,3,1,1,0,0,0,1,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,2,4,NA,5,6,5,5,4,9,14,5,NA,6,6,6,7,8,3,4,4,NA,NA,4,4,4,NA,4,4,4,4,4,4,4,4,NA,4,4,4,4,4,4,4,4,NA,4,4,4,4,4,4,NA,NA,NA,NA,NA,4,4,4,4,4,0,0,0,0,0,4,4,4,4,4,3,3,3,3,1,1,1,1,4,4,4,4,4,4,4,4,8,8,8,8,0,4,4,3,3,3,3,7618,4239,88,61,220,108,0,0,1.77049180327869,38.9577464788732,0,6.22222222222222,3,1,NA,"More News - Control","Pro",5,3.60655737704918,0,3.4,2,1,5,4,4,4,NA,5,4.25,NA,6,8.66666666666667,NA,4,3.33333333333333,NA,4,7.33333333333333,4,4,4,4,4,4,4,4,3,3,3,3,3.6,3.6,3,1,4,4,3.33333333333333,6.4
"256",6630,"Female","Age: 55+","Education: Bachelor degree",4,4,4,4,9,5,9,3,5,4,6,5,4,1,0,1,0,0,0,1,1,0,0,0,0,6,6,6,6,6,5,6,6,5,6,6,6,7,4,6,5,5,6,5,5,95,35,NA,NA,65,65,90,5,25,96,47,NA,NA,60,53,60,67,62,1,1,NA,NA,3,1,1,NA,NA,1,1,1,1,1,1,5,NA,NA,4,4,2,7,3,1,5,NA,NA,3,3,3,7,3,5,4,4,4,4,NA,NA,NA,NA,NA,4,4,4,4,4,0,0,0,0,0,6,6,6,6,3,4,4,4,4,4,6,5,5,4,5,5,4,1,1,1,7,3,5,3,3,4,4,4651,2414,70,21,211,6,0,0,0.285714285714286,38.9577464788732,0,4.33333333333333,5,1,NA,"More News - Control","Anti",1,10.047619047619,0,4.8,2,2,5.75,5.25,6,5.5,35,65,58.75,47,60,64,5,4,19.3333333333333,5,3,19.1666666666667,1.5,1,5,4,4,4,4,4,3,3,3,3,3.8,3.6,6,3.75,4.75,4.75,3.66666666666667,2.8
"257",6629,"Female","Age: 35–44","Education: Graduate school",5,5,5,5,1,5,1,5,4,3,4,3,3,1,0,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,50,49,46,48,46,47,48,49,49,83,57,62,62,65,69,63,65,64,4,NA,4,4,NA,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,1,1,1,5,4,4,4,4,4,4,4,4,1,1,1,1,7,4,4,3,3,3,3,19802,13952,83,42,617,86,7,2,2.04761904761905,38.7910798122065,0.0476190476190476,3.55555555555556,4,NA,1,"More News - Experiment","Pro",0,14.6904761904762,0.166666666666667,3.4,2,0,4,4,4,4,46,48,48.0833333333333,62,62,66.5833333333333,4,4,11.6666666666667,1,1,14.6666666666667,4,2.5,4,4,4,4,4,4,3,3,3,3,3.6,3.6,3,2,4,4,3.33333333333333,2.2
"258",6628,"Female","Age: 55+","Education: Graduate school",5,5,7,7,5,7,5,7,5,3,3,2,4,1,0,1,1,0,0,1,0,0,0,0,0,6,7,7,6,7,3,7,6,4,7,6,7,7,4,7,3,7,6,4,5,74,38,NA,71,NA,54,56,47,50,51,69,NA,66,NA,72,100,97,52,1,NA,3,3,NA,4,4,NA,5,NA,4,6,5,5,5,5,NA,5,NA,5,5,6,6,2,5,NA,2,NA,2,2,3,2,5,5,5,4,4,3,3,2,5,5,7,7,7,1,1,2,2,2,6,6,6,6,6,6,5,5,0,5,4,4,6,6,7,5,5,6,1,1,1,2,6,1,3,3,3,3,1,15359,7403,87,84,358,118,8,0,1.4047619047619,38.8625083836351,0,6.33333333333333,4,1,NA,"More News - Control","Pro",0,4.26190476190476,0.0952380952380952,3.4,3,1,6,5,6.5,5,NA,71,65.5833333333333,NA,66,65.75,NA,5,28.1666666666667,NA,2,18.4166666666667,2,3,3,2,3,2,2,2,2,1,2,1,2.4,1.6,6,3.75,5,5.75,2.33333333333333,2.2
"259",6627,"Male","Age: 35–44","Education: Graduate school",1,1,3,3,5,1,5,1,5,4,3,3,5,1,1,1,1,0,1,1,0,0,0,0,0,5,3,6,5,6,6,2,7,6,7,5,3,5,5,5,5,1,6,5,5,97,NA,NA,NA,69,52,56,86,79,88,NA,NA,NA,88,77,69,93,89,4,3,NA,NA,4,4,NA,NA,NA,4,4,4,4,4,3,NA,NA,NA,3,4,3,3,3,3,NA,NA,NA,3,4,4,4,4,5,5,6,2,1,NA,NA,NA,NA,NA,6,4,7,1,2,0,0,0,0,0,1,0,0,3,1,0,0,2,6,6,6,6,6,6,5,4,2,1,1,1,3,1,4,2,2,2,0,11926,8568,91,63,311,4,0,0,0.0634920634920635,38.9577464788732,0,6.22222222222222,4,1,NA,"More News - Control","Anti",4,4.93650793650794,0,4,4,2,4.5,4.25,4.75,5.25,NA,69,78.0833333333333,NA,88,86,NA,3,34.4166666666667,NA,3,31.6666666666667,3.75,4,5,6,5,4,6,7,5,6,6,5,5.4,5.6,1,0.75,6,5.25,1.83333333333333,1.6
"260",7119,"Male","Age: 55+","Education: Graduate school",3,5,3,5,5,1,5,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,95,NA,NA,1,94,91,89,82,78,99,NA,NA,99,99,99,99,99,99,6,NA,3,6,NA,4,NA,NA,4,4,4,4,4,4,4,NA,NA,4,4,4,4,4,4,4,NA,NA,4,4,4,4,4,4,6,6,6,2,2,2,2,2,6,6,4,4,4,4,4,4,4,4,4,4,1,1,1,2,3,3,3,3,5,5,6,6,4,4,4,4,1,1,1,2,7,2,3,1,1,1,1,17331,11778,92,85,365,468,6,1,5.50588235294118,38.8871582435791,0.0117647058823529,6,4,NA,1,"More News - Experiment","Anti",2,4.29411764705882,0.0705882352941176,1.2,4,1,4,4,4,4,NA,94,91.3333333333333,NA,99,99,NA,4,34.3333333333333,NA,4,35.6666666666667,5.25,5,6,4,6,4,6,4,5,3,5,3,5.6,3.6,1.25,3,5.5,4,1.5,2.4
"261",6621,"Male","Age: 55+","Education: High school",2,2,0,0,9,1,7,1,5,4,4,4,5,1,1,1,1,0,0,0,0,0,0,0,0,7,5,7,7,7,7,2,7,7,7,6,5,7,5,7,5,1,7,4,4,100,NA,NA,NA,90,57,72,53,53,99,NA,NA,NA,50,96,60,98,93,4,NA,4,4,NA,1,NA,NA,NA,2,6,2,6,4,2,NA,NA,NA,4,4,4,4,4,2,NA,NA,NA,4,2,4,4,2,7,5,4,2,2,NA,NA,NA,NA,NA,7,7,7,1,1,0,0,0,0,0,6,6,6,6,3,6,3,4,4,4,5,5,4,5,5,5,3,3,1,1,0,1,1,1,1,2,1,1831,897,5,5,88,0,0,0,0,38.9577464788732,0,4.22222222222222,4,NA,1,"More News - Experiment","Anti",3,17.6,0,4.4,4,0,5.75,4.25,6.5,5.75,NA,90,82.9166666666667,NA,50,78.5833333333333,NA,4,36,NA,4,35.3333333333333,4,4.25,7,7,5,7,4,7,5,6,5,6,5.2,6.6,6,4,4.5,4.75,1.16666666666667,1.6
"262",6619,"Male","Age: 35–44","Education: Bachelor degree",0,0,3,3,9,1,5,1,6,2,5,2,2,1,0,1,0,1,0,1,1,0,0,0,0,7,7,7,7,7,4,5,5,4,7,7,7,7,3,7,6,4,7,6,7,99,NA,NA,NA,99,74,44,46,51,100,NA,NA,NA,94,54,53,89,68,4,NA,4,4,NA,2,NA,NA,NA,3,4,4,4,3,3,NA,NA,NA,4,6,3,3,5,2,NA,NA,NA,4,5,6,5,3,4,4,4,4,3,NA,NA,NA,NA,NA,4,7,7,4,3,0,0,0,0,0,2,3,3,3,4,2,5,3,4,3,4,4,7,4,5,5,1,1,3,3,3,1,1,1,1,3,0,6968,3173,90,54,167,3,7,1,0.0555555555555556,38.8281168492436,0.0185185185185185,4,3,1,NA,"More News - Control","Anti",5,3.09259259259259,0.12962962962963,3.4,2,3,6,5.75,7,4.5,NA,99,83.9166666666667,NA,94,86.6666666666667,NA,4,35.75,NA,4,36.25,4,3.875,4,4,4,7,4,7,3,3,4,4,3.8,5,2.75,3.5,3.75,5.25,1.16666666666667,2.2
"263",5494,"Female","Age: 35–44","Education: Bachelor degree",2,8,3,7,7,1,7,1,4,3,4,3,3,1,0,0,1,0,0,1,0,0,0,0,0,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,24,NA,NA,22,NA,23,23,32,31,100,NA,NA,17,NA,93,23,48,47,5,NA,5,5,NA,4,NA,NA,4,NA,4,4,4,4,5,NA,NA,5,NA,6,5,5,5,4,NA,NA,4,NA,4,4,4,4,NA,NA,NA,NA,NA,5,5,5,5,5,0,0,0,0,0,4,5,5,4,5,2,2,2,2,3,3,3,3,5,5,5,5,4,5,4,5,3,6,1,1,2,3,4,2,2,2,2,49686,20835,88,87,606,808,27,0,9.28735632183908,38.647401651287,0,4,3,1,NA,"More News - Control","Anti",3,6.96551724137931,0.310344827586207,3.4,2,1,5,4,5,4,NA,NA,25.625,NA,NA,76.375,NA,NA,14.625,NA,NA,52,5,4.5,NA,0,NA,0,NA,0,NA,7,NA,7,NA,2.8,2,3,5,4.5,2.5,2.6
"264",7122,"Female","Age: 45–54","Education: High school",10,8,9,8,1,5,1,5,4,3,2,4,4,1,1,1,1,1,0,1,0,1,0,0,0,7,1,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,6,6,7,100,NA,76,77,NA,96,98,96,98,95,NA,44,44,NA,100,100,53,60,7,7,NA,NA,6,5,NA,4,4,NA,7,1,5,6,1,NA,2,2,NA,1,1,1,4,7,NA,1,1,NA,1,7,5,2,NA,NA,NA,NA,NA,7,7,7,1,1,0,0,0,0,0,7,7,7,1,7,1,1,0,0,1,0,0,0,7,1,4,4,4,2,7,4,3,3,1,1,6,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.66666666666667,6,NA,1,"More News - Experiment","Pro",5,NA,NA,3.4,4,3,7,6.5,5.5,5.5,76,77,87.3333333333333,44,44,63.9166666666667,2,2,18.25,1,1,17.5833333333333,6.75,5.875,7,7,7,7,7,7,6,6,6,0,6.6,5.4,0.5,0.25,4,4.25,1.33333333333333,2.8
"265",6618,"Female","Age: 55+","Education: High school",0,0,1,2,7,1,7,3,6,5,5,5,6,1,0,1,1,1,0,1,0,1,0,0,1,4,2,6,6,7,4,5,7,4,7,5,7,7,6,7,4,5,7,5,6,98,99,NA,NA,98,64,93,90,46,99,98,NA,NA,100,51,69,85,69,7,NA,3,2,NA,1,7,NA,NA,7,4,7,7,3,1,1,NA,NA,1,4,2,3,3,1,7,NA,NA,1,4,4,7,4,7,5,7,1,2,NA,NA,NA,NA,NA,7,7,7,1,1,0,0,0,0,0,2,1,0,1,1,0,1,0,2,6,7,3,6,7,7,5,6,1,1,2,7,2,2,2,2,1,1,19429,8704,89,88,217,2362,40,3,26.8409090909091,38.5032010243277,0.0340909090909091,4,3,NA,1,"More News - Experiment","Anti",5,2.46590909090909,0.454545454545455,5.4,3,4,6.25,5.25,4.5,5,99,98,89.9166666666667,98,100,89,1,1,17.8333333333333,7,1,19.5833333333333,4.75,6.125,7,7,5,7,7,7,6,6,5,6,6,6.6,1,0.5,4.5,6.25,1.66666666666667,3.4
"266",6611,"Male","Age: 25–34","Education: High school",7,5,7,5,5,1,9,1,4,3,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,99,NA,99,99,46,99,99,99,99,49,NA,47,46,45,43,44,44,47,4,4,NA,NA,4,3,NA,3,3,4,3,4,3,4,4,NA,3,4,4,4,4,4,4,6,NA,6,4,4,4,6,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,3,7,4,2,2,2,2,8855,4584,91,71,348,10,10,1,0.140845070422535,38.8169014084507,0.0140845070422535,4.44444444444444,2,1,NA,"More News - Control","Pro",2,4.90140845070423,0.140845070422535,3.4,2,0,3.75,4,4,4,99,99,99,47,46,46.1666666666667,3,4,19.6666666666667,6,4,12.1666666666667,4,3.75,4,4,4,4,4,4,3,3,3,3,3.6,3.6,3,3,4,4,3.16666666666667,4.2
"267",5415,"Female","Age: 45–54","Education: Vocational degree",1,2,3,4,5,1,5,1,4,3,4,3,3,1,0,1,1,0,0,0,0,0,0,0,0,6,2,6,5,6,6,1,5,5,5,4,4,4,4,4,4,6,4,4,4,98,NA,NA,NA,99,99,99,99,99,98,NA,NA,NA,98,98,97,96,97,2,NA,3,3,NA,7,NA,NA,NA,7,7,7,7,7,1,NA,NA,NA,1,3,1,3,3,1,NA,NA,NA,1,1,1,1,1,7,7,7,1,1,NA,NA,NA,NA,NA,7,7,7,1,1,0,0,0,0,0,3,3,4,4,1,1,1,1,4,4,4,4,7,7,7,7,1,1,1,1,3,4,4,4,3,3,3,25981,19662,91,86,781,254,7,0,2.95348837209302,38.876351130036,0,3.11111111111111,4,NA,1,"More News - Experiment","Anti",4,9.08139534883721,0.0813953488372093,3.4,3,0,4,4.5,4.75,4.25,NA,99,98.6666666666667,NA,98,97.6666666666667,NA,1,33.8333333333333,NA,1,33.3333333333333,2.5,4.5,7,7,7,7,7,7,6,6,6,6,6.6,6.6,3.5,1,4,7,3.5,1.4
"268",6608,"Male","Age: 55+","Education: Bachelor degree",1,2,5,5,2,4,5,1,5,3,3,5,5,1,1,1,1,0,0,0,0,0,0,0,0,7,7,6,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,4,7,99,NA,NA,49,49,99,75,75,50,99,NA,NA,50,48,100,78,77,26,5,NA,6,6,NA,4,NA,NA,4,2,7,4,4,1,1,NA,NA,4,4,1,2,3,4,1,NA,NA,4,6,1,4,1,4,5,4,4,4,4,NA,NA,NA,NA,NA,5,4,5,2,2,0,0,0,0,0,0,1,0,0,3,0,0,0,7,6,6,7,6,4,6,7,3,1,1,1,5,1,4,2,1,1,2,11407,4676,90,71,155,89,4,0,1.25352112676056,38.9014084507042,0,2.77777777777778,4,1,NA,"More News - Control","Anti",4,2.1830985915493,0.0563380281690141,4.2,4,0,6.5,6.25,6.75,7,NA,49,74.25,NA,48,72.4166666666667,NA,4,35.1666666666667,NA,6,35.8333333333333,5.5,4.5,5,5,4,4,4,5,3,5,3,5,3.8,4.8,0.25,0.75,6.5,5.75,1.83333333333333,2.2
"269",6607,"Female","Age: 55+","Education: Some college",10,10,10,10,1,5,1,5,7,0,7,0,0,1,0,0,0,1,0,0,0,0,1,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,NA,1,1,NA,1,2,1,1,93,NA,96,77,NA,88,88,78,74,1,7,NA,NA,7,7,NA,1,1,NA,1,1,7,1,1,NA,1,1,NA,1,1,1,1,7,NA,7,7,NA,7,7,7,7,NA,NA,NA,NA,NA,7,7,7,7,7,0,0,0,0,0,7,7,7,7,7,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,8,7,1,4,5,5,5,0,0,0,0,8166,6048,80,27,322,111,12,0,4.11111111111111,38.5133020344288,0,7,7,1,NA,"More News - Control","Pro",5,11.9259259259259,0.444444444444444,2.8,1,2,7,7,7,7,1,1,1.08333333333333,96,77,84.5,1,1,1,7,7,21.3333333333333,4,1.75,7,7,7,7,7,7,0,0,0,0,4.2,4.2,0,0,7,7,1.66666666666667,5
"270",6603,"Male","Age: 25–34","Education: Graduate school",4,1,4,3,9,8,9,8,3,2,2,5,2,1,1,1,0,0,0,0,0,0,0,0,0,5,5,4,4,5,5,5,3,4,5,5,5,7,5,6,5,5,3,4,3,85,89,NA,NA,43,67,48,50,37,73,91,NA,NA,63,84,57,51,55,3,4,NA,NA,3,2,5,NA,NA,3,5,2,3,3,2,5,NA,NA,5,2,3,4,4,3,6,NA,NA,6,2,5,5,4,6,5,5,1,3,NA,NA,NA,NA,NA,5,5,6,2,2,0,0,0,0,0,1,2,0,1,1,2,1,0,6,5,6,6,6,6,6,6,1,1,2,4,6,3,5,4,3,5,5,213,184,73,4,17,0,0,0,0,38.9577464788732,0,3.88888888888889,4,NA,1,"More News - Experiment","Anti",1,4.25,0,2.8,3,0,5.5,4.25,4.5,4.25,89,43,60.1666666666667,91,63,68.9166666666667,5,5,17.75,6,6,16.5,3.25,3.125,6,5,5,5,5,6,6,5,4,5,5.2,5.2,1,1,5.75,6,4.16666666666667,2.8
"271",6601,"Female","Age: 25–34","Education: Some college",7,7,7,7,3,8,7,3,5,2,5,2,3,0,0,1,0,0,0,0,1,0,0,1,0,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,34,34,NA,32,NA,35,39,44,41,34,31,NA,36,NA,48,44,39,43,5,NA,5,5,NA,4,4,NA,4,NA,4,4,4,4,4,4,NA,4,NA,4,4,4,4,4,4,NA,4,NA,4,4,4,4,NA,NA,NA,NA,NA,5,5,5,5,5,0,0,0,0,0,5,5,5,5,5,2,2,2,2,2,3,3,3,5,5,5,5,5,5,5,4,5,5,5,5,3,4,4,3,3,3,3,9528,4280,74,50,122,4,23,0,0.08,38.4977464788732,0,4.44444444444444,5,NA,1,"More News - Experiment","Pro",2,2.44,0.46,3.4,1,2,5,4,5,4,NA,32,35.25,NA,36,37.8333333333333,NA,4,14,NA,4,14,5,4.5,5,5,5,5,5,5,2,2,2,2,3.8,3.8,2,2.75,5,4.75,3.33333333333333,4.6
"272",6595,"Female","Age: 25–34","Education: High school",9,8,10,10,1,4,1,7,5,2,5,2,2,0,0,0,0,0,0,0,1,1,0,0,0,7,7,7,7,7,5,5,5,5,5,7,7,5,7,7,6,6,5,5,5,52,NA,NA,39,NA,5,9,8,8,73,NA,NA,52,NA,65,56,66,64,6,NA,5,5,NA,5,NA,NA,6,NA,6,6,6,6,7,NA,NA,7,NA,7,7,6,6,5,NA,NA,6,NA,5,6,4,4,NA,NA,NA,NA,NA,7,7,7,7,6,0,0,0,0,0,5,5,5,6,5,0,0,0,0,4,4,4,4,6,6,7,7,5,5,5,5,5,5,5,6,2,5,5,2,3,3,2,45038,29073,91,81,396,139,9,0,1.71604938271605,38.8466353677621,0,5.66666666666667,6,1,NA,"More News - Control","Pro",4,4.88888888888889,0.111111111111111,3.2,0,2,6.5,5.5,7,5,NA,39,32.8333333333333,NA,52,62.5833333333333,NA,7,21.8333333333333,NA,6,27.9166666666667,5.5,6,7,5,7,5,7,5,0,1,1,2,4.4,3.6,0,4,6.5,5,3.33333333333333,4.6
"273",5313,"Female","Age: 35–44","Education: Vocational degree",5,5,5,5,2,1,5,8,4,3,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,3,4,5,6,4,4,4,4,4,4,4,4,4,4,49,51,51,52,50,52,52,52,49,52,55,53,53,52,53,54,52,50,4,NA,4,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,2,1,1,1,3,4,4,4,4,4,4,4,4,4,1,1,2,7,4,4,3,3,3,3,7580,3391,8,8,219,42,1,0,5.25,38.8327464788732,0,3.11111111111111,4,1,NA,"More News - Control","Anti",0,27.375,0.125,3.4,2,0,4,4,4,4,51,50,50.4166666666667,55,52,52.5833333333333,4,4,11.5,4,4,12,4,4,4,4,4,4,4,4,3,3,3,3,3.6,3.6,1.25,1.5,4,4,3.33333333333333,3
