"","id","wave","person_id","sex","age","edu","party","ideo","approve_trump","visits_raw","visits_u","day_range","active_days","count_domains","domain_center","domain_left","domain_right","domain_center_mean","domain_left_mean","domain_right_mean","news_self","news_like_self","condition","party_bin","party_strength","news","news_like","att_imp_gun","att_imp_immigrant","att_imp_climate","att_imp_trump","att_imp_econ","att_str_gun","att_str_immigrant","att_str_climate","att_str_trump","att_str_econ","ft_dem","ft_rep","ft_lib","ft_cons","ft_gun","ft_immigrant","ft_climate","ft_econ","stupid_party_opp","stupid_ind_dem","stupid_ideo_opp","stupid_ind_cons","stupid_gun","stupid_immigrant","stupid_climate","stupid_econ","under_party_opp","under_ideo_opp","under_gun","under_immigrant","under_climate","under_econ","malvol_1","malvol_2","malvol_3","malvol_4","malvol_5","comp_1","comp_2","comp_3","comp_4","perpol_1","perpol_2","perpol_3","perpol_4","att_str","att_imp","ft_party_op","ft_ideo_op","ft","under_party_op","under_ideo_op","under","stupid_party_op","stupid_ideo_op","stupid","malvol","comp","perpol","know","know_1","know_2","know_3","know_4","know_5","know_fac","know_fac_1","know_fac_2","know_fac_3","know_fac_4","ptc","well_act","well_act_1","well_act_2","well_act_3","well_act_4","well_act_5","well_feel","well_feel_1","well_feel_2","well_feel_3","well_feel_4","well_feel_5","well_feel_6","know_r","know_fac_r","ptc_r","att_str_r","att_imp_r","ft_r","under_r","stupid_r","malvol_r","comp_r","perpol_r","well_act_r","well_feel_r","news_r","news_like_r"
"753","377",1,534,"Male","Age: 45–54","Education: Graduate school",5,4,7,10852,5076,82,79,336,0,0,0,0,63.7555555555556,0,6.44444444444444,4,"No News - Control","Republican",1,4.25316455696202,0,6,7,6,7,7,7,7,6,7,6,2,2,1,0,5,6,5,4,4,4,4,NA,NA,4,NA,4,6,6,6,7,7,7,5,6,5,2,1,3,2,3,2,4,5,4,5,6.5,6.5,2,1,2.25,6,6,4.9375,4,4,3.25,3.8,2.5,4.5,2,1,0,2,3,4,2,0,1,1,0,1,3.8,4,5,2,1,7,3.83333333333333,4,5,1,6,4,3,26.6666666666667,50,11.1111111111111,91.6666666666667,68.75,2.66666666666667,87.5,50,53.3333333333333,41.6666666666667,58.3333333333333,53.5714285714286,58.3333333333333,33.1134136156102,0
"754","377",2,534,"Male","Age: 45–54","Education: Graduate school",5,4,7,10852,5076,82,79,336,0,0,0,0,63.7555555555556,0,6.44444444444444,4,"No News - Control","Republican",1,4.25316455696202,0,1,9,9,4,4,3,3,7,7,3,45,48,44,45,46,49,45,48,1,4,1,NA,1,1,1,1,1,4,1,2,1,2,6,7,6,6,6,6,5,6,6,5,5,4,4,4,5.75,45,44,34.25,1,1,1.125,1,1,1,6.2,5.75,4.5,2,1,0,2,3,4,2,0,1,1,0,1,3.8,4,5,2,1,7,3.83333333333333,4,5,1,6,4,3,26.6666666666667,50,11.1111111111111,50,59.375,45.3333333333333,2.77777777777778,0,93.3333333333333,95.8333333333333,58.3333333333333,53.5714285714286,58.3333333333333,33.1134136156102,0
"755","378",1,5,"Female","Age: 55+","Education: Bachelor",3,5,1,27828,16540,85,85,486,9,10,95,0.105882352941176,63.6379084967321,1.11764705882353,4.22222222222222,3,"No News - Control","Democrat",1,5.71764705882353,0.117647058823529,7,7,7,7,7,7,7,7,7,4,14,94,36,74,94,92,93,52,3,2,2,2,NA,NA,NA,2,1,6,1,3,3,5,7,7,7,4,6,0,0,0,4,4,1,6,7,6.25,7,94,74,62.9375,1,1,1.5,3,3,2.25,6.2,1,4.5,4,4,4,5,4,3,1,0,0,0,1,3,1.6,1,1,1,1,4,2.66666666666667,1,4,2,4,3,2,60,25,33.3333333333333,87.5,75,83.5833333333333,11.1111111111111,27.7777777777778,93.3333333333333,16.6666666666667,58.3333333333333,14.2857142857143,38.8888888888889,40.0990095849795,2.66688522390104
"756","378",2,5,"Female","Age: 55+","Education: Bachelor",3,5,1,27828,16540,85,85,486,9,10,95,0.105882352941176,63.6379084967321,1.11764705882353,4.22222222222222,3,"No News - Control","Democrat",1,5.71764705882353,0.117647058823529,2,1,9,3,4,4,1,6,3,4,60,65,55,60,65,50,95,50,4,2,3,2,2,2,7,2,4,4,5,6,1,4,4,4,2,3,5,1,2,1,1,5,2,5,6,3.75,4,65,60,47.75,4,4,3.25,4,4,3.0625,3.6,1.25,4.5,4,4,4,5,4,3,1,0,0,0,1,3,1.6,1,1,1,1,4,2.66666666666667,1,4,2,4,3,2,60,25,33.3333333333333,45.8333333333333,37.5,63.3333333333333,50,45.8333333333333,50,20.8333333333333,58.3333333333333,14.2857142857143,38.8888888888889,40.0990095849795,2.66688522390104
"757","379",1,726,"Female","Age: 18–24","Education: Junior college",4,5,5,10637,6032,85,51,299,0,0,0,0,63.7555555555556,0,4.55555555555556,2,"No News - Control","Democrat",0,5.86274509803922,0,7,7,7,5,6,5,6,6,4,4,0,0,0,9,10,85,8,0,1,1,1,1,NA,1,1,NA,7,7,7,7,7,7,1,1,1,1,1,5,6,5,5,2,1,5,5,5.25,6.75,0,9,8.9375,7,7,5.5,1,1,1,1,5.25,3.25,4.2,5,4,3,4,5,2,0,0,1,1,4,3,4,4,1,2,4,2,2,2,2,2,2,2,63.3333333333333,50,44.4444444444444,70.8333333333333,71.875,11.5833333333333,100,0,6.66666666666667,87.5,37.5,39.2857142857143,27.7777777777778,40.7060642803678,0
"758","379",2,726,"Female","Age: 18–24","Education: Junior college",4,5,5,10637,6032,85,51,299,0,0,0,0,63.7555555555556,0,4.55555555555556,2,"No News - Control","Democrat",0,5.86274509803922,0,2,2,5,4,4,2,3,4,4,2,10,50,15,50,50,50,90,50,1,1,1,1,1,2,4,1,4,4,4,4,2,4,2,3,3,2,4,2,2,2,2,3,4,5,6,2.75,3.25,50,50,40.25,4,4,3.125,1,1,1.25,2.8,2,4.5,4.2,5,4,3,4,5,2,0,0,1,1,4,3,4,4,1,2,4,2,2,2,2,2,2,2,63.3333333333333,50,44.4444444444444,29.1666666666667,28.125,53.3333333333333,47.2222222222222,5.55555555555556,36.6666666666667,33.3333333333333,58.3333333333333,39.2857142857143,27.7777777777778,40.7060642803678,0
"759","380",1,754,"Male","Age: 25–34","Education: High school",1,2,7,56119,25074,81,58,603,1,49,47,0.0172413793103448,62.9107279693487,0.810344827586207,4.66666666666667,4,"No News - Experiment","Democrat",3,10.3965517241379,0.844827586206897,3,4,7,4,4,4,4,7,4,6,20,60,20,60,80,70,99,80,5,3,3,2,NA,5,7,NA,5,5,3,2,2,2,5,2,5,4,5,5,6,5,3,7,5,7,6,5.25,4.5,60,60,50.8125,5,5,3.3125,5,5,4.25,4.2,4.75,6.25,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,70.8333333333333,43.75,67.4166666666667,51.3888888888889,72.2222222222222,60,79.1666666666667,87.5,NA,NA,55.114410804354,14.6833300030898
"760","380",2,754,"Male","Age: 25–34","Education: High school",1,2,7,56119,25074,81,58,603,1,49,47,0.0172413793103448,62.9107279693487,0.810344827586207,4.66666666666667,4,"No News - Experiment","Democrat",3,10.3965517241379,0.844827586206897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.114410804354,14.6833300030898
"761","381",1,446,"Female","Age: 35–44","Education: High school",7,8,5,7430,3868,84,63,305,0,2,1,0,63.7238095238096,0.0158730158730159,1.77777777777778,6,"No News - Control","Republican",3,4.84126984126984,0.0317460317460317,3,4,3,4,4,4,5,4,4,5,58,26,59,23,59,59,60,59,4,NA,4,NA,4,NA,NA,NA,4,4,4,4,4,4,5,4,4,2,3,2,2,2,2,5,4,5,5,4.5,3.5,58,59,44.3125,4,4,3.25,4,4,3.25,3.6,2,4.75,4.6,6,5,5,4,3,1,0,1,0,NA,1,4.6,6,4,5,5,3,3.5,5,5,2,2,3,4,70,25,11.1111111111111,58.3333333333333,31.25,58.75,50,50,50,33.3333333333333,62.5,67.8571428571428,52.7777777777778,36.127941170293,0.749350151139381
"762","381",2,446,"Female","Age: 35–44","Education: High school",7,8,5,7430,3868,84,63,305,0,2,1,0,63.7238095238096,0.0158730158730159,1.77777777777778,6,"No News - Control","Republican",3,4.84126984126984,0.0317460317460317,4,5,5,4,5,4,5,3,4,3,74,61,74,67,80,71,85,79,4,NA,3,NA,3,5,4,4,4,4,5,4,3,4,4,3,2,2,2,1,4,5,1,5,3,6,4,3.75,4.75,74,74,56.9375,4,4,3.25,4,4,3.25,2.6,2.75,4.5,4.6,6,5,5,4,3,1,0,1,0,NA,1,4.6,6,4,5,5,3,3.5,5,5,2,2,3,4,70,25,11.1111111111111,45.8333333333333,46.875,75.5833333333333,50,50,33.3333333333333,45.8333333333333,58.3333333333333,67.8571428571428,52.7777777777778,36.127941170293,0.749350151139381
"763","382",1,19,"Male","Age: 25–34","Education: Junior college",5,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,"No News - Control","Republican",1,NA,NA,7,7,5,7,6,7,6,7,7,6,88,0,51,0,97,75,93,65,7,NA,7,NA,NA,6,NA,7,1,1,1,1,1,1,7,7,7,6,6,0,0,0,0,5,4,7,7,6.5,6.25,88,51,55.625,1,1,1,7,7,5.375,6.6,0,5.75,1.2,1,3,1,1,0,1,1,0,0,0,2,3.4,7,4,1,1,4,1.16666666666667,1,4,1,0,0,1,13.3333333333333,25,22.2222222222222,91.6666666666667,65.625,73.8333333333333,0,97.2222222222222,100,0,79.1666666666667,46.4285714285714,13.8888888888889,NA,NA
"764","382",2,19,"Male","Age: 25–34","Education: Junior college",5,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,"No News - Control","Republican",1,NA,NA,9,9,9,9,9,7,7,7,7,6,93,10,90,8,88,89,92,89,2,NA,2,NA,2,2,2,2,1,1,1,1,1,2,1,4,2,3,5,0,0,0,0,7,4,6,6,6.75,9,93,90,68.375,1,1,1.0625,2,2,1.75,3,0,5.75,1.2,1,3,1,1,0,1,1,0,0,0,2,3.4,7,4,1,1,4,1.16666666666667,1,4,1,0,0,1,13.3333333333333,25,22.2222222222222,95.8333333333333,100,90.8333333333333,1.38888888888889,16.6666666666667,40,0,79.1666666666667,46.4285714285714,13.8888888888889,NA,NA
"765","383",1,429,"Female","Age: 45–54","Education: Junior college",2,3,1,56123,41556,85,83,651,0,7,413,0,63.671218206158,4.97590361445783,2.11111111111111,4,"No News - Control","Democrat",2,7.8433734939759,0.0843373493975904,4,3,6,6,5,5,3,6,7,4,34,85,20,88,47,40,76,25,4,NA,4,NA,NA,2,NA,NA,2,2,6,3,3,4,6,6,4,3,5,1,2,1,3,6,5,4,7,4.5,4.5,85,88,55.25,2,2,2.25,4,4,2.75,4.8,1.75,5.5,2.4,5,2,2,1,2,1,0,0,0,1,1,1.8,2,3,1,1,2,2.5,4,4,2,1,2,2,33.3333333333333,25,11.1111111111111,58.3333333333333,43.75,73.3333333333333,27.7777777777778,38.8888888888889,70,29.1666666666667,75,17.8571428571429,36.1111111111111,47.9090798053408,1.9414157199477
"766","383",2,429,"Female","Age: 45–54","Education: Junior college",2,3,1,56123,41556,85,83,651,0,7,413,0,63.671218206158,4.97590361445783,2.11111111111111,4,"No News - Control","Democrat",2,7.8433734939759,0.0843373493975904,5,4,3,5,3,4,3,2,4,3,80,48,46,52,51,60,55,51,3,NA,1,NA,4,5,1,3,1,3,5,3,4,4,7,6,6,6,6,1,2,0,0,7,6,6,6,3,3.75,48,52,38.8125,1,1,1.75,3,3,2.5625,6.2,0.75,6.25,2.4,5,2,2,1,2,1,0,0,0,1,1,1.8,2,3,1,1,2,2.5,4,4,2,1,2,2,33.3333333333333,25,11.1111111111111,33.3333333333333,34.375,51.4166666666667,16.6666666666667,34.7222222222222,93.3333333333333,12.5,87.5,17.8571428571429,36.1111111111111,47.9090798053408,1.9414157199477
"767","384",1,411,"Female","Age: 55+","Education: Junior college",1,2,1,23795,10967,82,67,645,2,172,271,0.0298507462686567,61.1883913764511,4.04477611940298,5.44444444444444,2,"No News - Experiment","Democrat",3,9.62686567164179,2.56716417910448,7,6,7,7,6,6,7,6,7,5,9,99,9,86,72,95,89,76,6,NA,3,NA,6,NA,NA,NA,2,3,5,4,5,4,5,6,4,4,4,1,1,0,3,2,3,4,5,6,6.5,99,86,67.25,2,2,2.375,6,6,4.75,4.6,1.25,3.5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,83.3333333333333,68.75,89.3333333333333,30.5555555555556,83.3333333333333,66.6666666666667,20.8333333333333,41.6666666666667,NA,NA,53.1280054377528,30.4935737594853
"768","384",2,411,"Female","Age: 55+","Education: Junior college",1,2,1,23795,10967,82,67,645,2,172,271,0.0298507462686567,61.1883913764511,4.04477611940298,5.44444444444444,2,"No News - Experiment","Democrat",3,9.62686567164179,2.56716417910448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.1280054377528,30.4935737594853
"769","385",1,619,"Female","Age: 25–34","Education: Graduate school",1,1,1,5622,3336,85,55,121,0,0,0,0,63.7555555555556,0,3.44444444444444,4,"No News - Control","Democrat",3,2.2,0,7,7,7,7,7,7,7,6,7,6,0,98,0,98,98,98,90,90,5,NA,5,NA,4,4,NA,NA,1,1,1,1,1,2,3,4,3,3,6,5,4,1,4,3,5,7,5,6.5,7,98,98,72.75,1,1,1.0625,5,5,3.75,3.8,3.5,5,5.8,6,5,6,6,6,1,0,0,1,0,5,1.6,1,1,1,1,4,3.33333333333333,4,4,2,4,2,4,90,25,55.5555555555556,91.6666666666667,75,96.6666666666667,1.38888888888889,61.1111111111111,53.3333333333333,58.3333333333333,66.6666666666667,14.2857142857143,50,19.0324187716059,0
"770","385",2,619,"Female","Age: 25–34","Education: Graduate school",1,1,1,5622,3336,85,55,121,0,0,0,0,63.7555555555556,0,3.44444444444444,4,"No News - Control","Democrat",3,2.2,0,8,8,9,9,9,7,5,7,7,4,44,95,0,56,99,99,99,85,2,NA,1,NA,2,2,4,1,5,7,2,2,1,4,4,6,6,4,6,5,5,5,5,3,3,7,7,5.75,8.5,95,56,61.875,5,5,3.3125,2,2,1.8125,5.2,5,5,5.8,6,5,6,6,6,1,0,0,1,0,5,1.6,1,1,1,1,4,3.33333333333333,4,4,2,4,2,4,90,25,55.5555555555556,79.1666666666667,93.75,82.1666666666667,51.3888888888889,18.0555555555556,76.6666666666667,83.3333333333333,66.6666666666667,14.2857142857143,50,19.0324187716059,0
"771","386",1,688,"Male","Age: 55+","Education: Bachelor",1,5,2,56266,26463,85,74,755,1,22,149,0.0135135135135135,63.4582582582583,2.01351351351351,2.11111111111111,4,"No News - Experiment","Democrat",3,10.2027027027027,0.297297297297297,1,5,7,7,4,1,7,7,7,4,49,50,49,49,48,48,47,49,1,NA,1,1,NA,1,1,NA,7,7,7,7,7,7,1,1,1,6,0,2,2,2,2,1,1,4,4,4.75,4.25,50,49,37,7,7,5.5,1,1,1,1.8,2,2.5,3.2,4,2,4,3,3,2,0,1,0,1,0,3.6,1,1,8,1,7,5.33333333333333,4,4,6,6,6,6,46.6666666666667,50,0,62.5,40.625,49,100,0,20,33.3333333333333,25,50,83.3333333333333,54.6270594059425,6.24087377071534
"772","386",2,688,"Male","Age: 55+","Education: Bachelor",1,5,2,56266,26463,85,74,755,1,22,149,0.0135135135135135,63.4582582582583,2.01351351351351,2.11111111111111,4,"No News - Experiment","Democrat",3,10.2027027027027,0.297297297297297,9,9,9,9,9,7,7,7,7,7,0,100,0,100,100,100,100,100,7,NA,7,1,7,7,7,7,1,1,1,1,1,1,7,7,7,6,6,0,3,3,4,7,7,7,6,7,9,100,100,75.25,1,1,1,7,7,5.5,6.6,2.5,6.75,3.2,4,2,4,3,3,2,0,1,0,1,0,3.6,1,1,8,1,7,5.33333333333333,4,4,6,6,6,6,46.6666666666667,50,0,100,100,100,0,100,100,41.6666666666667,95.8333333333333,50,83.3333333333333,54.6270594059425,6.24087377071534
"773","387",1,207,"Male","Age: 25–34","Education: Junior college",4,5,1,45921,14463,82,82,719,2,24,62,0.024390243902439,63.4628726287263,0.75609756097561,3.33333333333333,4,"No News - Control","Democrat",0,8.76829268292683,0.292682926829268,4,4,4,4,4,1,1,1,1,1,49,47,48,49,47,46,49,48,2,3,4,2,NA,NA,4,NA,7,4,2,3,4,4,2,3,1,3,3,5,5,4,3,3,3,3,3,1,4,47,49,36.125,7,7,4.5625,2,2,2.25,2.4,4.25,3,4,5,3,2,5,5,2,0,1,1,0,3,2,1,2,1,1,5,1,1,1,1,1,1,1,60,50,33.3333333333333,0,37.5,47.8333333333333,79.1666666666667,27.7777777777778,30,70.8333333333333,33.3333333333333,21.4285714285714,11.1111111111111,50.734860813048,6.15543678902885
"774","387",2,207,"Male","Age: 25–34","Education: Junior college",4,5,1,45921,14463,82,82,719,2,24,62,0.024390243902439,63.4628726287263,0.75609756097561,3.33333333333333,4,"No News - Control","Democrat",0,8.76829268292683,0.292682926829268,8,5,8,4,4,6,5,7,5,4,45,18,46,17,99,47,99,47,4,3,4,2,1,3,1,4,4,4,1,4,1,4,2,2,2,2,2,1,1,1,1,2,2,2,2,5.5,6.25,18,17,27.25,4,4,2.875,4,4,2.8125,2,1,2,4,5,3,2,5,5,2,0,1,1,0,3,2,1,2,1,1,5,1,1,1,1,1,1,1,60,50,33.3333333333333,75,65.625,36,41.6666666666667,40.2777777777778,23.3333333333333,16.6666666666667,16.6666666666667,21.4285714285714,11.1111111111111,50.734860813048,6.15543678902885
"775","388",1,68,"Male","Age: 25–34","Education: High school",3,4,2,55274,26140,80,80,617,10,29,114,0.125,63.3930555555556,1.425,2.44444444444444,4,"No News - Experiment","Democrat",1,7.7125,0.3625,2,1,7,2,4,3,2,7,3,4,50,65,40,60,50,50,99,60,4,NA,2,NA,NA,NA,7,NA,4,4,6,4,1,4,5,4,3,1,5,1,2,1,2,5,2,5,7,4,3.5,65,60,47.6875,4,4,3.1875,4,4,4,3.6,1.5,4.75,3,6,1,5,2,1,0,0,0,0,0,2,4.6,4,4,6,5,4,4.33333333333333,6,6,3,3,4,4,43.3333333333333,0,22.2222222222222,50,31.25,63.25,48.6111111111111,66.6666666666667,50,25,62.5,67.8571428571428,66.6666666666667,47.4855349966978,7.41667389650117
"776","388",2,68,"Male","Age: 25–34","Education: High school",3,4,2,55274,26140,80,80,617,10,29,114,0.125,63.3930555555556,1.425,2.44444444444444,4,"No News - Experiment","Democrat",1,7.7125,0.3625,3,4,3,4,3,5,5,6,4,5,75,55,74,54,51,73,64,52,6,NA,6,NA,6,6,5,6,5,6,5,6,6,5,6,5,5,1,1,2,5,2,3,5,6,5,5,5.25,3.25,55,54,42.5,5,5,4.125,6,6,4.6875,3.6,3,5.25,3,6,1,5,2,1,0,0,0,0,0,2,4.6,4,4,6,5,4,4.33333333333333,6,6,3,3,4,4,43.3333333333333,0,22.2222222222222,70.8333333333333,28.125,56.3333333333333,69.4444444444444,81.9444444444444,50,50,70.8333333333333,67.8571428571428,66.6666666666667,47.4855349966978,7.41667389650117
"777","389",1,12,"Female","Age: 35–44","Education: Graduate school",2,3,2,57926,29437,82,80,539,4,257,4874,0.05,60.5430555555556,60.925,2.33333333333333,3,"No News - Experiment","Democrat",2,6.7375,3.2125,4,4,4,4,4,3,3,6,6,2,5,50,5,50,50,55,95,50,1,NA,1,NA,1,NA,NA,1,4,4,4,4,2,5,3,3,3,2,2,2,2,2,4,2,3,5,6,3.5,4,50,50,40.875,4,4,3.1875,1,1,1,2.6,2.5,4,3.4,4,4,1,5,3,2,0,0,1,1,2,2.4,4,3,2,1,2,2,1,4,1,1,2,3,50,50,22.2222222222222,41.6666666666667,37.5,54.1666666666667,48.6111111111111,0,33.3333333333333,41.6666666666667,50,28.5714285714286,27.7777777777778,44.1141363297895,34.4806400276537
"778","389",2,12,"Female","Age: 35–44","Education: Graduate school",2,3,2,57926,29437,82,80,539,4,257,4874,0.05,60.5430555555556,60.925,2.33333333333333,3,"No News - Experiment","Democrat",2,6.7375,3.2125,9,8,9,9,3,7,6,7,7,4,20,100,40,100,98,99,100,70,6,NA,6,NA,7,7,7,4,2,1,1,1,1,3,6,7,6,5,6,2,0,2,0,7,6,7,7,6,7.25,100,100,73.1875,2,2,1.625,6,6,4.8125,6,1,6.75,3.4,4,4,1,5,3,2,0,0,1,1,2,2.4,4,3,2,1,2,2,1,4,1,1,2,3,50,50,22.2222222222222,83.3333333333333,78.125,97.25,13.8888888888889,84.7222222222222,90,16.6666666666667,95.8333333333333,28.5714285714286,27.7777777777778,44.1141363297895,34.4806400276537
"779","390",1,316,"Male","Age: 55+","Education: High school",2,5,5,26267,15023,68,63,730,0,1,22,0,63.7396825396826,0.349206349206349,1,4,"No News - Control","Democrat",2,11.5873015873016,0.0158730158730159,5,6,6,4,6,7,7,5,5,5,49,30,79,81,78,86,89,83,3,NA,7,3,NA,4,NA,3,3,2,4,5,5,6,2,2,2,2,2,0,1,0,1,7,4,5,2,6,5.75,30,81,49,3,3,3,3,3,2.625,2,0.5,4.5,3,2,2,5,3,3,1,0,0,1,0,1,1.2,2,1,1,2,0,3.33333333333333,4,4,3,2,3,4,43.3333333333333,25,11.1111111111111,83.3333333333333,59.375,65,44.4444444444444,36.1111111111111,23.3333333333333,8.33333333333333,58.3333333333333,7.14285714285714,50,57.937475690322,0.37760234371715
"780","390",2,316,"Male","Age: 55+","Education: High school",2,5,5,26267,15023,68,63,730,0,1,22,0,63.7396825396826,0.349206349206349,1,4,"No News - Control","Democrat",2,11.5873015873016,0.0158730158730159,5,3,4,4,4,3,5,5,4,4,72,74,76,68,73,69,76,77,4,NA,3,3,5,3,3,3,4,4,4,3,6,4,3,4,4,5,4,4,3,3,3,3,4,4,4,4.25,4,74,68,54.1875,4,4,3.3125,4,4,3.125,4,3.25,3.75,3,2,2,5,3,3,1,0,0,1,0,1,1.2,2,1,1,2,0,3.33333333333333,4,4,3,2,3,4,43.3333333333333,25,11.1111111111111,54.1666666666667,37.5,71.9166666666667,51.3888888888889,47.2222222222222,56.6666666666667,54.1666666666667,45.8333333333333,7.14285714285714,50,57.937475690322,0.37760234371715
"781","391",1,232,"Female","Age: 25–34","Education: Graduate school",3,6,5,66341,14133,82,76,182,0,15,314,0,63.558187134503,4.13157894736842,3,4,"No News - Experiment","Democrat",1,2.39473684210526,0.197368421052632,5,5,5,5,5,4,4,4,3,5,37,26,46,32,24,80,33,62,6,3,4,5,NA,4,NA,NA,5,4,3,5,5,4,5,5,5,3,2,2,3,3,2,4,2,5,5,4.25,5,26,32,27.1875,5,5,3.8125,6,6,4.25,4,2.5,4,3.8,4,4,2,5,4,2,0,0,1,1,3,2,1,2,1,1,5,2,2,2,1,1,3,3,56.6666666666667,50,33.3333333333333,54.1666666666667,50,35.9166666666667,62.5,72.2222222222222,56.6666666666667,41.6666666666667,50,21.4285714285714,27.7777777777778,20.7106005251874,4.31893070947235
"782","391",2,232,"Female","Age: 25–34","Education: Graduate school",3,6,5,66341,14133,82,76,182,0,15,314,0,63.558187134503,4.13157894736842,3,4,"No News - Experiment","Democrat",1,2.39473684210526,0.197368421052632,8,4,8,8,5,6,5,5,7,4,23,47,19,39,47,48,45,49,1,3,1,5,1,1,2,1,4,4,4,4,4,4,4,5,2,5,6,0,0,0,0,4,3,5,6,5,6.25,47,39,33.5625,4,4,3.25,1,1,1.0625,4.4,0,4.5,3.8,4,4,2,5,4,2,0,0,1,1,3,2,1,2,1,1,5,2,2,2,1,1,3,3,56.6666666666667,50,33.3333333333333,66.6666666666667,65.625,44.4166666666667,50,1.38888888888889,63.3333333333333,0,58.3333333333333,21.4285714285714,27.7777777777778,20.7106005251874,4.31893070947235
"783","392",1,151,"Male","Age: 55+","Education: Bachelor",7,10,6,982,654,79,7,75,0,1,0,0,63.6126984126985,0,4.66666666666667,4,"No News - Experiment","Republican",3,10.7142857142857,0.142857142857143,7,7,7,7,7,7,7,7,7,7,92,9,89,9,88,91,88,93,6,NA,6,NA,NA,NA,2,2,1,1,4,4,4,1,2,2,2,1,5,0,0,0,0,4,4,4,4,7,7,92,89,68,1,1,1.5625,6,6,3.75,2.4,0,4,3.8,4,4,4,3,4,2,0,0,1,1,1,3.8,4,6,1,2,6,3,1,2,4,4,3,4,56.6666666666667,50,11.1111111111111,100,75,90.3333333333333,12.5,61.1111111111111,30,0,50,53.5714285714286,44.4444444444444,55.8955661739645,3.2017160213503
"784","392",2,151,"Male","Age: 55+","Education: Bachelor",7,10,6,982,654,79,7,75,0,1,0,0,63.6126984126985,0,4.66666666666667,4,"No News - Experiment","Republican",3,10.7142857142857,0.142857142857143,9,5,5,4,5,1,2,2,3,4,45,55,45,55,50,55,40,40,4,NA,3,NA,1,3,3,3,5,4,3,3,4,4,1,1,1,2,2,0,1,1,0,5,7,6,7,2.25,6,45,45,34.3125,5,5,3.625,4,4,2.875,1.4,0.5,6.25,3.8,4,4,4,3,4,2,0,0,1,1,1,3.8,4,6,1,2,6,3,1,2,4,4,3,4,56.6666666666667,50,11.1111111111111,20.8333333333333,62.5,45.4166666666667,58.3333333333333,41.6666666666667,13.3333333333333,8.33333333333333,87.5,53.5714285714286,44.4444444444444,55.8955661739645,3.2017160213503
"785","393",1,383,"Female","Age: 45–54","Education: High school",5,6,6,26653,14250,86,86,276,0,7,3,0,63.6741602067184,0.0348837209302326,4.44444444444444,4,"No News - Experiment","Republican",1,3.2093023255814,0.0813953488372093,5,3,4,6,4,5,4,2,5,4,95,46,88,57,97,82,86,78,4,NA,1,NA,NA,1,1,NA,1,4,2,4,4,4,6,5,5,6,6,0,0,0,0,7,6,4,5,3.75,4,95,88,67.4375,1,1,1.625,4,4,2.5,5.6,0,5.5,0.6,2,0,1,0,0,0,0,0,0,0,1,2.6,1,6,1,1,4,2.33333333333333,4,4,1,3,1,1,3.33333333333333,0,11.1111111111111,45.8333333333333,37.5,89.5833333333333,13.8888888888889,33.3333333333333,83.3333333333333,0,75,32.1428571428571,33.3333333333333,26.8202072803135,1.87627274452443
