"","id","wave","person_id","sex","age","edu","party","ideo","approve_trump","visits_raw","visits_u","day_range","active_days","count_domains","domain_center","domain_left","domain_right","domain_center_mean","domain_left_mean","domain_right_mean","news_self","news_like_self","condition","party_bin","party_strength","news","news_like","att_imp_gun","att_imp_immigrant","att_imp_climate","att_imp_trump","att_imp_econ","att_str_gun","att_str_immigrant","att_str_climate","att_str_trump","att_str_econ","ft_dem","ft_rep","ft_lib","ft_cons","ft_gun","ft_immigrant","ft_climate","ft_econ","stupid_party_opp","stupid_ind_dem","stupid_ideo_opp","stupid_ind_cons","stupid_gun","stupid_immigrant","stupid_climate","stupid_econ","under_party_opp","under_ideo_opp","under_gun","under_immigrant","under_climate","under_econ","malvol_1","malvol_2","malvol_3","malvol_4","malvol_5","comp_1","comp_2","comp_3","comp_4","perpol_1","perpol_2","perpol_3","perpol_4","att_str","att_imp","ft_party_op","ft_ideo_op","ft","under_party_op","under_ideo_op","under","stupid_party_op","stupid_ideo_op","stupid","malvol","comp","perpol","know","know_1","know_2","know_3","know_4","know_5","know_fac","know_fac_1","know_fac_2","know_fac_3","know_fac_4","ptc","well_act","well_act_1","well_act_2","well_act_3","well_act_4","well_act_5","well_feel","well_feel_1","well_feel_2","well_feel_3","well_feel_4","well_feel_5","well_feel_6","know_r","know_fac_r","ptc_r","att_str_r","att_imp_r","ft_r","under_r","stupid_r","malvol_r","comp_r","perpol_r","well_act_r","well_feel_r","news_r","news_like_r"
"123","62",1,397,"Male","Age: 25–34","Education: Junior college",4,5,4,13989,6736,77,34,332,0,1,9,0,63.7261437908497,0.264705882352941,4.66666666666667,4,"No News - Control","Democrat",0,9.76470588235294,0.0294117647058824,4,4,5,4,5,4,4,4,4,5,47,47,47,50,47,46,48,52,4,4,4,4,4,NA,NA,NA,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4.25,4.5,47,50,36.5625,4,4,3.25,4,4,3.25,3.6,3,4,6.4,7,6,7,6,6,1,0,0,0,1,1,0.8,1,1,1,1,0,0.333333333333333,1,1,0,0,0,0,100,25,11.1111111111111,54.1666666666667,43.75,48.4166666666667,50,50,50,50,50,0,0,53.4941067714972,0.695041513478007
"124","62",2,397,"Male","Age: 25–34","Education: Junior college",4,5,4,13989,6736,77,34,332,0,1,9,0,63.7261437908497,0.264705882352941,4.66666666666667,4,"No News - Control","Democrat",0,9.76470588235294,0.0294117647058824,9,9,9,9,9,7,7,7,7,7,0,99,51,49,99,99,99,99,1,4,4,4,1,1,1,1,7,7,7,7,7,7,7,7,7,6,6,0,0,0,6,7,6,7,7,7,9,99,49,62,7,7,5.5,1,1,1,6.6,1.5,6.75,6.4,7,6,7,6,6,1,0,0,0,1,1,0.8,1,1,1,1,0,0.333333333333333,1,1,0,0,0,0,100,25,11.1111111111111,100,100,82.3333333333333,100,0,100,25,95.8333333333333,0,0,53.4941067714972,0.695041513478007
"125","63",1,648,"Female","Age: 45–54","Education: Junior college",7,10,5,22714,10028,74,59,278,0,0,0,0,63.7555555555556,0,3.33333333333333,7,"No News - Experiment","Republican",3,4.71186440677966,0,4,4,4,5,5,5,5,5,6,5,99,8,99,2,57,80,69,74,6,NA,6,NA,5,NA,NA,5,1,2,4,4,4,4,6,6,7,6,6,1,1,1,3,4,4,6,5,5,4.25,99,99,67.25,1,1,1.75,6,6,4.5,6.2,1.5,4.75,5.2,7,6,1,6,6,1,0,0,0,1,1,3.2,1,8,1,1,5,0.333333333333333,1,1,0,0,0,0,80,25,11.1111111111111,66.6666666666667,40.625,89.3333333333333,16.6666666666667,77.7777777777778,93.3333333333333,25,62.5,42.8571428571429,0,35.4915371389217,0
"126","63",2,648,"Female","Age: 45–54","Education: Junior college",7,10,5,22714,10028,74,59,278,0,0,0,0,63.7555555555556,0,3.33333333333333,7,"No News - Experiment","Republican",3,4.71186440677966,0,9,1,9,8,9,7,7,7,7,7,100,100,0,100,100,100,100,100,1,NA,1,NA,1,1,4,1,4,4,1,1,1,1,7,7,4,6,6,3,3,6,3,1,1,7,7,7,7,100,0,50.25,4,4,2.5,1,1,1.1875,6,3.75,4,5.2,7,6,1,6,6,1,0,0,0,1,1,3.2,1,8,1,1,5,0.333333333333333,1,1,0,0,0,0,80,25,11.1111111111111,100,75,66.6666666666667,33.3333333333333,4.16666666666667,90,62.5,50,42.8571428571429,0,35.4915371389217,0
"127","64",1,313,"Female","Age: 25–34","Education: Bachelor",3,5,1,6157,4223,77,12,245,0,1,13,0,63.6722222222223,1.08333333333333,1.88888888888889,4,"No News - Experiment","Democrat",1,20.4166666666667,0.0833333333333333,3,4,4,2,5,4,3,4,2,5,57,86,49,91,86,90,89,83,5,3,3,4,4,NA,5,NA,4,5,2,3,2,3,4,3,3,3,4,2,1,2,3,4,5,5,4,4,4,86,91,66.25,4,4,2.875,5,5,3.875,3.4,2,4.5,4.4,5,6,4,4,3,3,1,1,0,1,1,1.2,2,2,1,1,0,0.333333333333333,1,1,0,0,0,0,66.6666666666667,75,11.1111111111111,50,37.5,88,41.6666666666667,63.8888888888889,46.6666666666667,33.3333333333333,58.3333333333333,7.14285714285714,0,73.0354875497113,1.91920427484223
"128","64",2,313,"Female","Age: 25–34","Education: Bachelor",3,5,1,6157,4223,77,12,245,0,1,13,0,63.6722222222223,1.08333333333333,1.88888888888889,4,"No News - Experiment","Democrat",1,20.4166666666667,0.0833333333333333,4,4,4,4,9,7,3,4,3,7,71,71,56,69,64,72,83,69,1,3,1,4,1,1,1,1,4,4,4,4,4,4,1,1,1,2,2,1,3,2,4,4,4,4,4,5.25,5.25,71,69,53.25,4,4,3.25,1,1,1,1.4,2.5,4,4.4,5,6,4,4,3,3,1,1,0,1,1,1.2,2,2,1,1,0,0.333333333333333,1,1,0,0,0,0,66.6666666666667,75,11.1111111111111,70.8333333333333,53.125,70.6666666666667,50,0,13.3333333333333,41.6666666666667,50,7.14285714285714,0,73.0354875497113,1.91920427484223
"129","65",1,355,"Female","Age: 35–44","Education: Junior college",1,5,1,61348,24104,80,80,967,0,13,137,0,63.5930555555556,1.7125,2.44444444444444,4,"No News - Experiment","Democrat",3,12.0875,0.1625,7,6,7,6,7,7,6,6,7,7,0,74,23,44,97,75,55,63,3,NA,3,3,NA,NA,3,3,3,6,1,3,3,3,7,6,6,5,5,1,1,0,0,3,3,7,5,6.5,6.75,74,44,47.875,3,3,2.375,3,3,2.5,5.8,0.5,4.5,6,7,6,5,6,6,3,1,0,1,1,5,2,2,3,1,1,3,0.5,1,1,0,1,0,0,93.3333333333333,75,55.5555555555556,91.6666666666667,71.875,63.5,30.5555555555556,33.3333333333333,86.6666666666667,8.33333333333333,58.3333333333333,21.4285714285714,2.77777777777778,59.0444874423026,3.61032356435853
"130","65",2,355,"Female","Age: 35–44","Education: Junior college",1,5,1,61348,24104,80,80,967,0,13,137,0,63.5930555555556,1.7125,2.44444444444444,4,"No News - Experiment","Democrat",3,12.0875,0.1625,9,8,9,9,9,7,4,7,7,7,0,91,0,76,91,88,90,90,1,NA,4,3,7,4,7,7,1,4,1,1,1,1,7,7,6,3,5,0,0,0,6,5,5,7,6,6.25,8.75,91,76,64.4375,1,1,1,1,1,2.3125,5.6,1.5,5.75,6,7,6,5,6,6,3,1,0,1,1,5,2,2,3,1,1,3,0.5,1,1,0,1,0,0,93.3333333333333,75,55.5555555555556,87.5,96.875,85.5833333333333,0,29.1666666666667,83.3333333333333,25,79.1666666666667,21.4285714285714,2.77777777777778,59.0444874423026,3.61032356435853
"131","66",1,197,"Male","Age: 25–34","Education: Junior college",4,5,1,54768,24837,76,50,523,1,6,15,0.02,63.6355555555556,0.3,7,4,"No News - Control","Democrat",0,10.46,0.12,7,7,7,7,6,7,7,7,7,7,3,99,49,56,0,99,48,99,7,1,1,1,NA,NA,1,1,1,4,7,1,6,5,7,7,7,6,6,0,0,0,0,7,1,4,5,7,6.75,99,56,54.375,1,1,1.9375,7,7,4,6.6,0,4.25,5,5,5,4,5,6,3,1,0,1,1,1,2.2,1,2,1,1,6,0.833333333333333,1,1,1,1,0,1,76.6666666666667,75,11.1111111111111,100,71.875,72.1666666666667,20.8333333333333,66.6666666666667,100,0,54.1666666666667,25,8.33333333333333,55.2721255476474,2.71731059112285
"132","66",2,197,"Male","Age: 25–34","Education: Junior college",4,5,1,54768,24837,76,50,523,1,6,15,0.02,63.6355555555556,0.3,7,4,"No News - Control","Democrat",0,10.46,0.12,4,4,8,4,9,6,3,6,4,7,48,49,50,48,80,48,37,12,1,1,1,1,1,1,1,1,5,4,3,2,5,2,3,3,1,1,2,1,4,0,3,5,2,7,4,5.5,6.25,49,48,35.5625,5,5,3.5,1,1,1,2,2,4.5,5,5,5,4,5,6,3,1,0,1,1,1,2.2,1,2,1,1,6,0.833333333333333,1,1,1,1,0,1,76.6666666666667,75,11.1111111111111,75,65.625,47.0833333333333,55.5555555555556,0,23.3333333333333,33.3333333333333,58.3333333333333,25,8.33333333333333,55.2721255476474,2.71731059112285
"133","67",1,392,NA,NA,NA,1,0,1,66204,16041,78,72,249,3,7,124,0.0416666666666667,63.6583333333334,1.72222222222222,3.33333333333333,1,"No News - Control","Democrat",3,3.45833333333333,0.0972222222222222,7,3,7,7,5,7,7,7,7,7,0,100,0,100,100,100,100,100,4,NA,4,NA,5,NA,1,NA,2,2,1,1,1,1,7,6,7,6,6,6,0,0,3,4,3,7,7,7,5.5,100,100,75.25,2,2,1.5,4,4,3,6.4,2.25,5.25,5,6,1,6,6,6,2,0,0,1,1,3,2.8,1,3,3,3,4,2.16666666666667,1,1,3,3,1,4,76.6666666666667,50,33.3333333333333,100,56.25,100,11.1111111111111,44.4444444444444,96.6666666666667,37.5,70.8333333333333,35.7142857142857,30.5555555555556,28.4530125182206,2.22465112240623
"134","67",2,392,NA,NA,NA,1,0,1,66204,16041,78,72,249,3,7,124,0.0416666666666667,63.6583333333334,1.72222222222222,3.33333333333333,1,"No News - Control","Democrat",3,3.45833333333333,0.0972222222222222,9,2,1,5,9,7,5,5,7,7,5,8,7,6,39,28,29,7,1,NA,1,NA,4,4,4,1,7,7,4,6,4,7,2,2,2,1,1,1,1,1,1,1,2,6,5,6,5.25,8,6,10.1875,7,7,5.0625,1,1,1.5625,1.6,1,3.5,5,6,1,6,6,6,2,0,0,1,1,3,2.8,1,3,3,3,4,2.16666666666667,1,1,3,3,1,4,76.6666666666667,50,33.3333333333333,83.3333333333333,53.125,13.25,90.2777777777778,12.5,16.6666666666667,16.6666666666667,41.6666666666667,35.7142857142857,30.5555555555556,28.4530125182206,2.22465112240623
"135","68",1,641,"Female","Age: 35–44","Education: High school",3,5,1,4654,2182,75,15,167,0,0,3,0,63.7555555555556,0.2,2.44444444444444,4,"No News - Control","Democrat",1,11.1333333333333,0,7,7,4,7,7,4,3,3,7,5,53,54,50,51,57,55,51,55,1,1,1,1,1,1,NA,NA,4,4,5,4,4,4,4,4,1,3,3,0,2,0,3,5,4,7,4,3.75,6.25,54,51,40.125,4,4,3.3125,1,1,1,3,1.25,5,4,5,2,5,5,3,2,1,0,0,1,6,2.4,5,2,1,1,3,4.16666666666667,6,6,3,4,3,3,60,50,66.6666666666667,45.8333333333333,65.625,53.1666666666667,51.3888888888889,0,40,20.8333333333333,66.6666666666667,28.5714285714286,63.8888888888889,56.8940134135742,0
"136","68",2,641,"Female","Age: 35–44","Education: High school",3,5,1,4654,2182,75,15,167,0,0,3,0,63.7555555555556,0.2,2.44444444444444,4,"No News - Control","Democrat",1,11.1333333333333,0,8,8,4,5,8,2,6,4,5,5,60,42,59,20,59,50,50,49,1,1,1,1,1,1,1,1,4,4,4,4,4,4,5,5,3,3,5,1,2,1,3,4,2,4,4,4.25,7,42,20,28.75,4,4,3.25,1,1,1,4.2,1.75,3.5,4,5,2,5,5,3,2,1,0,0,1,6,2.4,5,2,1,1,3,4.16666666666667,6,6,3,4,3,3,60,50,66.6666666666667,54.1666666666667,75,38,50,0,60,29.1666666666667,41.6666666666667,28.5714285714286,63.8888888888889,56.8940134135742,0
"137","69",1,592,"Female","Age: 55+","Education: Junior college",1,0,3,2853,2208,50,34,191,4,8,16,0.117647058823529,63.5202614379085,0.470588235294118,4.88888888888889,4,"No News - Control","Democrat",3,5.61764705882353,0.235294117647059,7,7,7,1,7,7,7,7,7,7,0,100,0,100,100,100,100,99,7,NA,7,NA,7,NA,NA,7,1,4,1,1,1,1,7,7,7,6,6,0,0,0,0,5,6,7,6,7,7,100,100,75.1875,1,1,1,7,7,5.5,6.6,0,6,2.8,4,2,2,4,2,2,1,1,0,0,1,2.2,1,1,1,1,7,3.16666666666667,2,2,4,4,4,3,40,50,11.1111111111111,100,75,99.9166666666667,0,100,100,0,83.3333333333333,25,47.2222222222222,39.6729526825549,5.06661165853116
"138","69",2,592,"Female","Age: 55+","Education: Junior college",1,0,3,2853,2208,50,34,191,4,8,16,0.117647058823529,63.5202614379085,0.470588235294118,4.88888888888889,4,"No News - Control","Democrat",3,5.61764705882353,0.235294117647059,2,3,1,4,8,3,4,3,3,5,78,69,79,47,60,61,69,61,3,NA,6,NA,4,4,4,3,5,5,3,4,4,3,1,3,3,2,4,4,2,4,4,4,5,6,5,3.75,3.5,69,47,44.9375,5,5,3.625,3,3,2.6875,2.6,3.5,5,2.8,4,2,2,4,2,2,1,1,0,0,1,2.2,1,1,1,1,7,3.16666666666667,2,2,4,4,4,3,40,50,11.1111111111111,45.8333333333333,31.25,59.5833333333333,58.3333333333333,37.5,33.3333333333333,58.3333333333333,66.6666666666667,25,47.2222222222222,39.6729526825549,5.06661165853116
"139","70",1,560,"Female","Age: 25–34","Education: Bachelor",6,5,5,13539,12942,73,73,396,0,1,8,0,63.7418569254186,0.10958904109589,1.55555555555556,4,"No News - Control","Republican",2,5.42465753424658,0.0136986301369863,3,3,3,4,5,3,4,2,3,4,59,48,59,61,49,50,50,48,4,NA,2,4,NA,2,4,NA,5,3,2,4,5,3,4,5,4,5,4,1,2,0,3,6,4,5,4,3.25,3.5,59,59,42.0625,5,5,3.625,4,4,3,4.4,1.5,4.75,3.4,4,3,4,3,3,2,1,1,0,0,1,2.6,2,4,1,1,5,3.66666666666667,3,3,4,4,4,4,50,50,11.1111111111111,37.5,31.25,55.75,58.3333333333333,44.4444444444444,63.3333333333333,25,62.5,32.1428571428571,55.5555555555556,38.8321905144977,0.326226165336228
"140","70",2,560,"Female","Age: 25–34","Education: Bachelor",6,5,5,13539,12942,73,73,396,0,1,8,0,63.7418569254186,0.10958904109589,1.55555555555556,4,"No News - Control","Republican",2,5.42465753424658,0.0136986301369863,4,5,5,4,5,3,5,3,2,5,49,48,49,49,50,49,51,49,4,NA,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,3,3,3,3,3,3,5,5,5,6,4,4.75,49,49,37.1875,5,5,4,4,4,3.25,3.6,3,5.25,3.4,4,3,4,3,3,2,1,1,0,0,1,2.6,2,4,1,1,5,3.66666666666667,3,3,4,4,4,4,50,50,11.1111111111111,50,46.875,49.25,66.6666666666667,50,50,50,70.8333333333333,32.1428571428571,55.5555555555556,38.8321905144977,0.326226165336228
"141","71",1,585,"Female","Age: 45–54","Education: High school",3,6,3,7692,2629,62,10,97,0,21,351,0,61.6555555555556,35.1,5.66666666666667,4,"No News - Experiment","Democrat",1,9.7,2.1,4,3,7,3,7,4,4,7,3,7,41,67,30,48,93,50,61,29,4,4,2,3,1,NA,NA,NA,5,4,3,5,6,3,4,3,1,3,4,0,2,4,2,7,4,6,5,5.5,5.25,67,48,43.5625,5,5,3.8125,4,4,2.5,3,2,5.5,3.2,4,2,3,3,4,2,1,1,0,0,2,1.8,1,2,1,2,3,3,2,3,3,3,4,3,46.6666666666667,50,22.2222222222222,75,53.125,57.75,62.5,33.3333333333333,40,33.3333333333333,75,17.8571428571429,44.4444444444444,53.3228364153455,27.1279149850293
"142","71",2,585,"Female","Age: 45–54","Education: High school",3,6,3,7692,2629,62,10,97,0,21,351,0,61.6555555555556,35.1,5.66666666666667,4,"No News - Experiment","Democrat",1,9.7,2.1,8,4,8,4,8,6,6,6,5,4,42,41,55,61,70,72,73,68,3,4,4,3,6,5,6,6,5,4,3,3,3,4,3,4,3,2,2,2,1,1,5,5,3,4,4,5.5,7,41,61,43.4375,5,5,3.5625,3,3,3.1875,2.8,2.25,4,3.2,4,2,3,3,4,2,1,1,0,0,2,1.8,1,2,1,2,3,3,2,3,3,3,4,3,46.6666666666667,50,22.2222222222222,75,75,57.5833333333333,56.9444444444444,48.6111111111111,36.6666666666667,37.5,50,17.8571428571429,44.4444444444444,53.3228364153455,27.1279149850293
"143","72",1,445,"Male","Age: 35–44","Education: High school",3,4,1,1877,661,77,55,84,0,0,0,0,63.7555555555556,0,2.77777777777778,3,"No News - Control","Democrat",1,1.52727272727273,0,7,2,2,6,7,7,3,4,6,7,20,18,19,16,48,31,50,17,2,NA,2,NA,NA,2,2,NA,7,6,5,6,5,7,3,2,2,1,2,1,1,1,1,5,2,6,5,5.25,4.5,18,16,17.875,7,7,5.1875,2,2,1.75,2,1,4.5,4,6,4,3,3,4,3,1,1,0,1,2,2.4,1,2,1,1,7,4,5,2,5,5,4,3,60,75,22.2222222222222,70.8333333333333,43.75,23.5,93.0555555555556,16.6666666666667,23.3333333333333,16.6666666666667,58.3333333333333,28.5714285714286,61.1111111111111,12.3279775652543,0
"144","72",2,445,"Male","Age: 35–44","Education: High school",3,4,1,1877,661,77,55,84,0,0,0,0,63.7555555555556,0,2.77777777777778,3,"No News - Control","Democrat",1,1.52727272727273,0,8,5,8,9,4,7,6,7,7,3,12,79,43,57,96,90,99,55,2,NA,5,NA,1,2,1,3,3,4,2,3,1,3,4,5,4,5,6,0,0,0,0,5,6,7,7,5.75,6.25,79,57,55.5,3,3,2.3125,2,2,1.6875,4.8,0,6.25,4,6,4,3,3,4,3,1,1,0,1,2,2.4,1,2,1,1,7,4,5,2,5,5,4,3,60,75,22.2222222222222,79.1666666666667,65.625,73.6666666666667,29.1666666666667,15.2777777777778,70,0,87.5,28.5714285714286,61.1111111111111,12.3279775652543,0
"145","73",1,299,"Male","Age: 25–34","Education: Bachelor",1,7,6,62172,18538,78,78,500,0,0,0,0,63.7555555555556,0,5.66666666666667,4,"No News - Experiment","Democrat",3,6.41025641025641,0,6,6,5,1,6,6,6,6,1,6,19,77,72,48,29,58,21,54,4,7,4,4,NA,NA,4,NA,2,4,6,2,2,5,4,4,4,3,3,5,1,3,4,5,4,7,6,6,5.75,77,48,41.625,2,2,2.1875,4,4,3.25,3.6,3.25,5.5,3.4,4,3,4,3,3,1,1,0,0,0,1,2,1,3,3,3,0,4.16666666666667,5,5,4,5,1,5,50,25,11.1111111111111,83.3333333333333,59.375,55.1666666666667,26.3888888888889,50,50,54.1666666666667,75,21.4285714285714,63.8888888888889,42.8865487788914,0
"146","73",2,299,"Male","Age: 25–34","Education: Bachelor",1,7,6,62172,18538,78,78,500,0,0,0,0,63.7555555555556,0,5.66666666666667,4,"No News - Experiment","Democrat",3,6.41025641025641,0,4,4,4,4,4,4,4,4,4,4,41,41,51,38,43,37,51,38,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,41,38,30.5625,4,4,3.25,4,4,3.25,3.6,3,4,3.4,4,3,4,3,3,1,1,0,0,0,1,2,1,3,3,3,0,4.16666666666667,5,5,4,5,1,5,50,25,11.1111111111111,50,37.5,40.4166666666667,50,50,50,50,50,21.4285714285714,63.8888888888889,42.8865487788914,0
"147","74",1,99,"Female","Age: 55+",NA,6,6,5,22239,11229,77,68,416,3,22,730,0.0441176470588235,63.4320261437909,10.7352941176471,5,4,"No News - Control","Republican",2,6.11764705882353,0.323529411764706,7,7,5,6,7,6,6,5,5,6,48,35,41,31,42,34,28,44,2,NA,2,NA,NA,1,NA,NA,4,4,6,6,4,6,5,2,2,2,4,0,2,1,4,3,1,5,5,5.75,6.5,48,41,31.75,4,4,3.625,2,2,1.5,3,1.75,3.5,6.4,7,6,7,6,6,1,0,1,0,0,1,0.8,1,1,1,1,0,0.333333333333333,1,1,0,0,0,0,100,25,11.1111111111111,79.1666666666667,68.75,42,58.3333333333333,11.1111111111111,40,29.1666666666667,41.6666666666667,0,0,41.7420744484626,6.72087121246146
"148","74",2,99,"Female","Age: 55+",NA,6,6,5,22239,11229,77,68,416,3,22,730,0.0441176470588235,63.4320261437909,10.7352941176471,5,4,"No News - Control","Republican",2,6.11764705882353,0.323529411764706,9,9,9,9,9,7,7,7,7,7,0,99,49,49,0,99,99,99,1,NA,4,NA,7,1,1,7,7,7,7,7,7,7,7,7,7,6,6,0,0,0,0,7,7,6,7,7,9,0,49,31.0625,7,7,5.5,1,1,1.75,6.6,0,6.75,6.4,7,6,7,6,6,1,0,1,0,0,1,0.8,1,1,1,1,0,0.333333333333333,1,1,0,0,0,0,100,25,11.1111111111111,100,100,41.0833333333333,100,16.6666666666667,100,0,95.8333333333333,0,0,41.7420744484626,6.72087121246146
"149","75",1,193,"Female","Age: 45–54","Education: Bachelor",4,7,6,6372,3067,75,35,123,0,0,0,0,63.7555555555556,0,1,5,"No News - Control","Republican",0,3.51428571428571,0,2,3,1,3,6,2,4,2,3,5,80,44,80,27,42,60,72,51,3,3,5,NA,NA,2,NA,NA,5,2,4,4,3,4,3,1,3,2,3,2,2,3,4,4,4,5,5,3.25,3,80,80,54.3125,5,5,3.6875,3,3,2.25,2.4,2.75,4.5,6,7,6,6,5,6,2,1,1,0,0,7,2.4,2,2,1,1,6,3.16666666666667,4,4,4,1,2,4,93.3333333333333,50,77.7777777777778,37.5,25,72.0833333333333,59.7222222222222,27.7777777777778,30,45.8333333333333,58.3333333333333,28.5714285714286,47.2222222222222,28.8073091598265,0
"150","75",2,193,"Female","Age: 45–54","Education: Bachelor",4,7,6,6372,3067,75,35,123,0,0,0,0,63.7555555555556,0,1,5,"No News - Control","Republican",0,3.51428571428571,0,5,4,9,9,8,7,6,7,7,4,2,92,0,69,83,72,81,53,3,3,2,NA,3,2,4,1,2,3,2,3,1,4,6,6,6,6,6,1,1,0,1,5,4,5,4,6,6.5,2,0,18.8125,2,2,1.875,3,3,2.375,6,0.75,4.5,6,7,6,6,5,6,2,1,1,0,0,7,2.4,2,2,1,1,6,3.16666666666667,4,4,4,1,2,4,93.3333333333333,50,77.7777777777778,83.3333333333333,68.75,24.75,19.4444444444444,30.5555555555556,90,12.5,58.3333333333333,28.5714285714286,47.2222222222222,28.8073091598265,0
"151","76",1,486,"Female","Age: 35–44","Education: Bachelor",4,5,2,30558,15458,76,76,394,0,3,67,0,63.7160818713451,0.881578947368421,4.11111111111111,4,"No News - Control","Democrat",0,5.18421052631579,0.0394736842105263,4,4,4,4,4,4,4,4,4,4,46,49,48,50,41,42,38,47,5,4,4,4,NA,NA,4,NA,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,5,5,5,5,4,4,49,50,35.5,4,4,3.25,5,5,3.75,3.4,3,5,4.2,5,4,4,4,4,3,1,1,0,1,1,3.8,3,2,4,3,7,6.16666666666667,7,7,6,5,6,6,63.3333333333333,75,11.1111111111111,50,37.5,47,50,61.1111111111111,46.6666666666667,50,66.6666666666667,53.5714285714286,97.2222222222222,37.7486179689693,0.92826766404078
"152","76",2,486,"Female","Age: 35–44","Education: Bachelor",4,5,2,30558,15458,76,76,394,0,3,67,0,63.7160818713451,0.881578947368421,4.11111111111111,4,"No News - Control","Democrat",0,5.18421052631579,0.0394736842105263,9,9,9,2,9,4,4,4,2,4,0,99,0,99,99,99,99,99,7,4,7,4,7,7,7,7,1,1,1,1,1,1,7,7,7,6,6,0,0,0,0,7,7,7,7,4,9,99,99,74.5,1,1,1,7,7,5.5,6.6,0,7,4.2,5,4,4,4,4,3,1,1,0,1,1,3.8,3,2,4,3,7,6.16666666666667,7,7,6,5,6,6,63.3333333333333,75,11.1111111111111,50,100,99,0,100,100,0,100,53.5714285714286,97.2222222222222,37.7486179689693,0.92826766404078
"153","77",1,316,"Male","Age: 55+","Education: High school",2,5,5,26267,15023,68,63,730,0,1,22,0,63.7396825396826,0.349206349206349,1,4,"No News - Experiment","Democrat",2,11.5873015873016,0.0158730158730159,5,6,6,4,6,7,7,5,5,5,49,30,79,81,78,86,89,83,3,NA,7,3,NA,4,NA,3,3,2,4,5,5,6,2,2,2,2,2,0,1,0,1,7,4,5,2,6,5.75,30,81,49,3,3,3,3,3,2.625,2,0.5,4.5,5.2,5,6,5,5,5,2,1,1,0,0,8,3,5,2,1,4,3,4.5,7,6,3,3,4,4,80,50,88.8888888888889,83.3333333333333,59.375,65,44.4444444444444,36.1111111111111,23.3333333333333,8.33333333333333,58.3333333333333,39.2857142857143,69.4444444444445,57.937475690322,0.37760234371715
"154","77",2,316,"Male","Age: 55+","Education: High school",2,5,5,26267,15023,68,63,730,0,1,22,0,63.7396825396826,0.349206349206349,1,4,"No News - Experiment","Democrat",2,11.5873015873016,0.0158730158730159,9,9,9,8,5,7,6,6,6,3,27,72,13,84,95,94,83,45,2,NA,2,3,2,2,2,2,4,4,2,2,1,4,3,3,4,4,6,2,1,2,3,3,5,6,6,5.5,8,72,84,59.0625,4,4,2.8125,2,2,1.75,4,2,5,5.2,5,6,5,5,5,2,1,1,0,0,8,3,5,2,1,4,3,4.5,7,6,3,3,4,4,80,50,88.8888888888889,75,87.5,78.4166666666667,40.2777777777778,16.6666666666667,56.6666666666667,33.3333333333333,66.6666666666667,39.2857142857143,69.4444444444445,57.937475690322,0.37760234371715
"155","78",1,620,"Male","Age: 55+","Education: High school",2,7,1,10736,6670,77,76,221,0,18,643,0,63.5187134502924,8.46052631578947,2.55555555555556,3,"No News - Experiment","Democrat",2,2.90789473684211,0.236842105263158,7,5,7,7,3,7,6,7,7,4,16,89,43,52,96,86,96,50,5,NA,2,1,3,NA,NA,NA,2,5,3,3,1,5,5,6,5,5,5,0,0,0,0,5,6,7,7,6,5.5,89,52,56,2,2,2,5,5,3.5,5.2,0,6.25,4.4,6,6,4,3,3,3,1,1,1,0,1,1.6,5,1,1,1,0,0.333333333333333,1,1,0,0,0,0,66.6666666666667,75,11.1111111111111,83.3333333333333,56.25,74.3333333333333,22.2222222222222,55.5555555555556,76.6666666666667,0,87.5,14.2857142857143,0,24.7095881248506,5.09663953130573
"156","78",2,620,"Male","Age: 55+","Education: High school",2,7,1,10736,6670,77,76,221,0,18,643,0,63.5187134502924,8.46052631578947,2.55555555555556,3,"No News - Experiment","Democrat",2,2.90789473684211,0.236842105263158,5,3,4,4,9,6,4,4,4,6,50,50,49,50,47,49,49,44,1,NA,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,3,3,0,0,0,3,4,4,6,4,5,5.25,50,50,37.0625,4,4,3.25,1,1,1,3.6,0.75,4.5,4.4,6,6,4,3,3,3,1,1,1,0,1,1.6,5,1,1,1,0,0.333333333333333,1,1,0,0,0,0,66.6666666666667,75,11.1111111111111,66.6666666666667,53.125,49.0833333333333,50,0,50,12.5,58.3333333333333,14.2857142857143,0,24.7095881248506,5.09663953130573
"157","79",1,397,"Male","Age: 25–34","Education: Junior college",4,5,4,13989,6736,77,34,332,0,1,9,0,63.7261437908497,0.264705882352941,4.66666666666667,4,"No News - Control","Democrat",0,9.76470588235294,0.0294117647058824,4,4,5,4,5,4,4,4,4,5,47,47,47,50,47,46,48,52,4,4,4,4,4,NA,NA,NA,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4.25,4.5,47,50,36.5625,4,4,3.25,4,4,3.25,3.6,3,4,3.4,4,4,3,2,4,2,1,1,0,0,2,2.2,4,3,1,1,2,2.33333333333333,3,3,2,2,2,2,50,50,22.2222222222222,54.1666666666667,43.75,48.4166666666667,50,50,50,50,50,25,33.3333333333333,53.4941067714972,0.695041513478007
